pool_index,layer,head,baseline_mse,ablated_mse,delta_mse,relative_delta,num_prompts
3,4,3,0.046003151684999466,0.09558498114347458,0.04958182945847511,1.0777920129669023,64
3,5,0,0.046003151684999466,0.04910929501056671,0.0031061433255672455,0.06752022876103432,64
3,5,1,0.046003151684999466,0.04778436943888664,0.0017812177538871765,0.03871947222323183,64
3,5,2,0.046003151684999466,0.06092549487948418,0.01492234319448471,0.32437654046703407,64
3,5,3,0.046003151684999466,0.05280621722340584,0.006803065538406372,0.14788259693252295,64
4,0,0,0.06609784066677094,0.06921529769897461,0.0031174570322036743,0.04716427950911466,64
4,0,1,0.06609784066677094,0.06499914824962616,-0.0010986924171447754,-0.01662221346484158,64
4,0,2,0.06609784066677094,0.0670209750533104,0.0009231343865394592,0.013966180698389685,64
4,0,3,0.06609784066677094,0.06645796447992325,0.00036012381315231323,0.005448344598160349,64
4,1,0,0.06609784066677094,0.06589284539222717,-0.0002049952745437622,-0.0031013913990645256,64
4,1,1,0.06609784066677094,0.06684678047895432,0.0007489398121833801,0.011330775780525012,64
4,1,2,0.06609784066677094,0.06869864463806152,0.0026008039712905884,0.03934779026085085,64
4,1,3,0.06609784066677094,0.10485831648111343,0.0387604758143425,0.5864106213267261,64
4,2,0,0.06609784066677094,0.06971096992492676,0.0036131292581558228,0.05466334787420024,64
4,2,1,0.06609784066677094,0.06727048009634018,0.0011726394295692444,0.017740964269367106,64
4,2,2,0.06609784066677094,0.08986564725637436,0.023767806589603424,0.35958522017486294,64
4,2,3,0.06609784066677094,0.06798285245895386,0.0018850117921829224,0.02851850791401189,64
4,3,0,0.06609784066677094,0.07546868920326233,0.009370848536491394,0.14177238532787023,64
4,3,1,0.06609784066677094,0.07008139044046402,0.003983549773693085,0.06026747218136354,64
4,3,2,0.06609784066677094,0.07329399138689041,0.007196150720119476,0.10887119227222036,64
4,3,3,0.06609784066677094,0.0680382177233696,0.0019403770565986633,0.029356133831233974,64
4,4,0,0.06609784066677094,0.10866161435842514,0.042563773691654205,0.6439510468366653,64
4,4,1,0.06609784066677094,0.07799024134874344,0.011892400681972504,0.17992116779952833,64
4,4,2,0.06609784066677094,0.08406054973602295,0.017962709069252014,0.27175939316290804,64
4,4,3,0.06609784066677094,0.10695437341928482,0.040856532752513885,0.618122049672878,64
4,5,0,0.06609784066677094,0.0653892382979393,-0.0007086023688316345,-0.010720507079698693,64
4,5,1,0.06609784066677094,0.06693638861179352,0.000838547945022583,0.012686465042593378,64
4,5,2,0.06609784066677094,0.0658283457159996,-0.0002694949507713318,-0.004077212629772587,64
4,5,3,0.06609784066677094,0.07367964833974838,0.0075818076729774475,0.11470582996933376,64
5,0,0,0.0889604315161705,0.07992406189441681,-0.009036369621753693,-0.10157740320773463,64
5,0,1,0.0889604315161705,0.08433845639228821,-0.004621975123882294,-0.05195540359974753,64
5,0,2,0.0889604315161705,0.08365961164236069,-0.0053008198738098145,-0.05958626530253159,64
5,0,3,0.0889604315161705,0.08315441012382507,-0.0058060213923454285,-0.06526521166013895,64
5,1,0,0.0889604315161705,0.0946563184261322,0.0056958869099617004,0.06402719515656037,64
5,1,1,0.0889604315161705,0.07780507951974869,-0.011155351996421814,-0.12539678378548205,64
5,1,2,0.0889604315161705,0.0936957597732544,0.004735328257083893,0.053229600804824265,64
5,1,3,0.0889604315161705,0.10356565564870834,0.014605224132537842,0.16417663317785106,64
5,2,0,0.0889604315161705,0.11759696155786514,0.02863653004169464,0.3219018787714336,64
5,2,1,0.0889604315161705,0.09085837006568909,0.0018979385495185852,0.021334637401711105,64
5,2,2,0.0889604315161705,0.08974551409482956,0.0007850825786590576,0.00882507610709517,64
5,2,3,0.0889604315161705,0.08629075437784195,-0.0026696771383285522,-0.03000971435051178,64
5,3,0,0.0889604315161705,0.08088849484920502,-0.008071936666965485,-0.09073625801160258,64
5,3,1,0.0889604315161705,0.09140530973672867,0.0024448782205581665,0.027482760356060926,64
5,3,2,0.0889604315161705,0.09746193885803223,0.008501507341861725,0.09556504163562679,64
5,3,3,0.0889604315161705,0.08235887438058853,-0.00660155713558197,-0.07420779129547933,64
5,4,0,0.0889604315161705,0.09793560951948166,0.008975178003311157,0.10088955112115022,64
