family,value,pool_index,method,mse,actual_pool_cosine,mean_minority_context,num_prompts
similarity,1.0,0,transformer,0.0438812019686495,1.0000001192092896,,128
similarity,1.0,0,known_pool,0.03752564126580536,1.0000001192092896,,128
similarity,1.0,0,ridge_current,0.5090406678295107,1.0000001192092896,,128
similarity,1.0,0,ridge_history,0.03751459294545209,1.0000001192092896,,128
similarity,1.0,0,em_ridge_K2,0.03767529682291916,1.0000001192092896,,128
similarity,1.0,1,transformer,0.04614793557751187,0.9999998807907104,,128
similarity,1.0,1,known_pool,0.04170188910644521,0.9999998807907104,,128
similarity,1.0,1,ridge_current,0.41549392212287667,0.9999998807907104,,128
similarity,1.0,1,ridge_history,0.04325621677409357,0.9999998807907104,,128
similarity,1.0,1,em_ridge_K2,0.04439218367135586,0.9999998807907104,,128
similarity,1.0,2,transformer,0.04984797551366491,1.0000001192092896,,128
similarity,1.0,2,known_pool,0.0412569093555409,1.0000001192092896,,128
similarity,1.0,2,ridge_current,0.43756643122869576,1.0000001192092896,,128
similarity,1.0,2,ridge_history,0.045150720256942306,1.0000001192092896,,128
similarity,1.0,2,em_ridge_K2,0.046164697378036565,1.0000001192092896,,128
similarity,1.0,3,transformer,0.05294080752547306,1.0,,128
similarity,1.0,3,known_pool,0.04335372321450484,1.0,,128
similarity,1.0,3,ridge_current,0.5711117113472134,1.0,,128
similarity,1.0,3,ridge_history,0.044323063546197444,1.0,,128
similarity,1.0,3,em_ridge_K2,0.04265280689828853,1.0,,128
similarity,1.0,4,transformer,0.05149617195896482,1.0,,128
similarity,1.0,4,known_pool,0.046867942744055736,1.0,,128
similarity,1.0,4,ridge_current,0.3983060298970995,1.0,,128
similarity,1.0,4,ridge_history,0.04943401622098864,1.0,,128
similarity,1.0,4,em_ridge_K2,0.05046344202560699,1.0,,128
similarity,1.0,5,transformer,0.044514036349698,1.0000001192092896,,128
similarity,1.0,5,known_pool,0.040858452896835,1.0000001192092896,,128
similarity,1.0,5,ridge_current,0.6260659236557473,1.0000001192092896,,128
similarity,1.0,5,ridge_history,0.04234626760408415,1.0000001192092896,,128
similarity,1.0,5,em_ridge_K2,0.04313245947034617,1.0000001192092896,,128
similarity,1.0,6,transformer,0.05803672775313359,0.9999999403953552,,128
similarity,1.0,6,known_pool,0.04846240894941449,0.9999999403953552,,128
similarity,1.0,6,ridge_current,0.4192589359550485,0.9999999403953552,,128
similarity,1.0,6,ridge_history,0.047873700110860645,0.9999999403953552,,128
similarity,1.0,6,em_ridge_K2,0.05042864465204546,0.9999999403953552,,128
similarity,1.0,7,transformer,0.05595281403427703,1.0,,128
similarity,1.0,7,known_pool,0.04072594361286078,1.0,,128
similarity,1.0,7,ridge_current,0.472200105042235,1.0,,128
similarity,1.0,7,ridge_history,0.041977015098109374,1.0,,128
similarity,1.0,7,em_ridge_K2,0.0437126750337328,1.0,,128
similarity,1.0,8,transformer,0.05761374957910062,1.0000001192092896,,128
similarity,1.0,8,known_pool,0.04502756085928947,1.0000001192092896,,128
similarity,1.0,8,ridge_current,0.4528703697968024,1.0000001192092896,,128
similarity,1.0,8,ridge_history,0.04750825900115499,1.0000001192092896,,128
similarity,1.0,8,em_ridge_K2,0.0489294906844136,1.0000001192092896,,128
similarity,1.0,9,transformer,0.042018750876629,1.0,,128
similarity,1.0,9,known_pool,0.03768902596698725,1.0,,128
similarity,1.0,9,ridge_current,0.4957271009613361,1.0,,128
similarity,1.0,9,ridge_history,0.039313426452096595,1.0,,128
similarity,1.0,9,em_ridge_K2,0.040221600461678414,1.0,,128
imbalance,0.5,0,transformer,0.13219515773957516,-0.7179713249206543,24.421875,128
imbalance,0.5,0,known_pool,0.10977463423983057,-0.7179713249206543,24.421875,128
imbalance,0.5,0,ridge_current,0.5093015900040565,-0.7179713249206543,24.421875,128
imbalance,0.5,0,ridge_history,0.9428745646668162,-0.7179713249206543,24.421875,128
imbalance,0.5,0,em_ridge_K2,0.11557808548739147,-0.7179713249206543,24.421875,128
imbalance,0.5,1,transformer,0.0501509023695902,-0.26904672384262085,24.375,128
imbalance,0.5,1,known_pool,0.044657989216085214,-0.26904672384262085,24.375,128
imbalance,0.5,1,ridge_current,0.576496426328892,-0.26904672384262085,24.375,128
imbalance,0.5,1,ridge_history,0.6951057774306105,-0.26904672384262085,24.375,128
imbalance,0.5,1,em_ridge_K2,0.04440436274717628,-0.26904672384262085,24.375,128
imbalance,0.5,2,transformer,0.050071808832686866,0.055433034896850586,24.515625,128
imbalance,0.5,2,known_pool,0.04323843675261792,0.055433034896850586,24.515625,128
imbalance,0.5,2,ridge_current,0.44859341650479667,0.055433034896850586,24.515625,128
imbalance,0.5,2,ridge_history,0.49233610268708655,0.055433034896850586,24.515625,128
imbalance,0.5,2,em_ridge_K2,0.04372608883767056,0.055433034896850586,24.515625,128
imbalance,0.5,3,transformer,0.046826577099795104,-0.6587374210357666,24.4453125,128
imbalance,0.5,3,known_pool,0.03668252369696049,-0.6587374210357666,24.4453125,128
imbalance,0.5,3,ridge_current,0.4435349654368025,-0.6587374210357666,24.4453125,128
imbalance,0.5,3,ridge_history,0.9946708172608109,-0.6587374210357666,24.4453125,128
imbalance,0.5,3,em_ridge_K2,0.03915298599353821,-0.6587374210357666,24.4453125,128
imbalance,0.5,4,transformer,0.050142149322385324,-0.03236518055200577,24.390625,128
imbalance,0.5,4,known_pool,0.03986197577265804,-0.03236518055200577,24.390625,128
imbalance,0.5,4,ridge_current,0.46449497500876025,-0.03236518055200577,24.390625,128
imbalance,0.5,4,ridge_history,0.4861415596204104,-0.03236518055200577,24.390625,128
imbalance,0.5,4,em_ridge_K2,0.04269566241978607,-0.03236518055200577,24.390625,128
imbalance,0.5,5,transformer,0.056877435397885215,0.3663785755634308,24.96875,128
