model_type,pool_index,pool_cosine,layer,head,source_position,same_attention,different_attention,selectivity,input_attention,output_attention,self_attention,num_prompts
trained,5,0.4275728166103363,4,3,49,0.014255761028331445,0.005703163796244278,0.4285099175847247,0.012862741186910746,0.007036184854045206,0.024952645879238844,128
trained,5,0.4275728166103363,5,0,5,0.11357694942700236,0.05062692860762278,0.38336500679796465,0.08538321629166604,0.07567315995693207,0.19471812061965466,128
trained,5,0.4275728166103363,5,0,10,0.0666780768500434,0.020692645419727672,0.5263254123938912,0.052810393273830414,0.03707515969872475,0.10114447958767414,128
trained,5,0.4275728166103363,5,0,20,0.03704304757629253,0.009697003961081365,0.5850666123626305,0.02772500216960907,0.019378237426280975,0.05793519411236048,128
trained,5,0.4275728166103363,5,0,30,0.026082135154127318,0.006408132995178568,0.6055352349796943,0.019217289239168166,0.012986065944035848,0.03389933635480702,128
trained,5,0.4275728166103363,5,0,40,0.019794594853988032,0.004654565626515179,0.619245361775383,0.014314471185207367,0.01009329129010439,0.023689508205279708,128
trained,5,0.4275728166103363,5,0,49,0.015933991550403905,0.004154117972583541,0.5864102624367854,0.012203795569283622,0.007801674534471667,0.019731981679797173,128
trained,5,0.4275728166103363,5,1,5,0.1368357554862374,0.03897815162227267,0.5565976291227729,0.09655979797244071,0.07436123192310333,0.14539485145360231,128
trained,5,0.4275728166103363,5,1,10,0.07597391057897497,0.014221001853627607,0.6846606649882504,0.0548221692442894,0.03874985873699188,0.06427974114194512,128
trained,5,0.4275728166103363,5,1,20,0.04156993918907854,0.006174710989942271,0.7413443823690999,0.02795715443789959,0.020257588662207126,0.03570515546016395,128
trained,5,0.4275728166103363,5,1,30,0.029225609015208723,0.003834685842359335,0.7680186544455142,0.018724396576484045,0.013965615878502528,0.01929965801537037,128
trained,5,0.4275728166103363,5,1,40,0.021754627735811823,0.002967137258527434,0.7599574901236362,0.013736429065465927,0.010933963675051927,0.013184278039261699,128
trained,5,0.4275728166103363,5,1,49,0.017625941323713378,0.0026650215305052956,0.7373193623170156,0.01128533406525242,0.008900673565815906,0.010885613854043186,128
trained,5,0.4275728166103363,5,2,5,0.06847046864660163,0.1250554961817605,-0.29238984848907307,0.08938705027103425,0.10696816593408584,0.018223916296847165,128
trained,5,0.4275728166103363,5,2,10,0.03225483541135435,0.06916841160167347,-0.3639557722423698,0.048461760953068735,0.05094277448952198,0.00595465098740533,128
trained,5,0.4275728166103363,5,2,20,0.01531707330584618,0.03478129213987035,-0.3885200377390728,0.02173479963093996,0.028105056658387185,0.0032028684217948467,128
trained,5,0.4275728166103363,5,2,30,0.011172701453053675,0.021936388231156054,-0.3250976357380995,0.01462249259154002,0.018643567711114882,0.002018185390625149,128
trained,5,0.4275728166103363,5,2,40,0.007873045151438192,0.017066608387345604,-0.3686323557479184,0.01076662288978696,0.014198168367147445,0.001408325435477309,128
trained,5,0.4275728166103363,5,2,49,0.006601777265067275,0.01373341447420706,-0.350704202853195,0.009177620313605485,0.011207601777753052,0.0011240939820709173,128
trained,5,0.4275728166103363,5,3,5,0.11793849656456395,0.03491075124059405,0.5432002218896419,0.07426185458898545,0.07443600296974182,0.2565106973052025,128
trained,5,0.4275728166103363,5,3,10,0.06664939103303132,0.012846094517668417,0.6768094583229135,0.04297778904438019,0.039460066333413125,0.17562145553529263,128
trained,5,0.4275728166103363,5,3,20,0.03801562699705431,0.005856648665614668,0.7330136822164158,0.023519776575267316,0.02077961191534996,0.11401225533336401,128
trained,5,0.4275728166103363,5,3,30,0.027319860256751545,0.003721841123314609,0.7602037930765779,0.016630261143048605,0.014067302520076434,0.07907309755682945,128
trained,5,0.4275728166103363,5,3,40,0.020556188404816905,0.0029693949440828685,0.7475603558544263,0.013107071258127689,0.010370422527194023,0.060900223441421986,128
trained,5,0.4275728166103363,5,3,49,0.016955307223663625,0.002603616723537143,0.7337668748104468,0.011080145227665804,0.008378096609091272,0.046546130906790495,128
trained,6,-0.6407904624938965,0,0,5,0.06895614855470714,0.07093164664786934,-0.014122018938730824,0.01010939311236143,0.12964259088039398,0.3012400921434164,128
trained,6,-0.6407904624938965,0,0,10,0.037885503203673204,0.036943191117412406,0.012592924342696642,0.006001016963273287,0.06885418221354485,0.2514480259269476,128
trained,6,-0.6407904624938965,0,0,20,0.021049011673544168,0.020636286995361516,0.009900964880950101,0.004272370995022356,0.037405512481927874,0.16644234210252762,128
trained,6,-0.6407904624938965,0,0,30,0.014480933562656013,0.014222899168698963,0.008989544928130574,0.0035681708715856074,0.025133780390024184,0.13894146028906107,128
trained,6,-0.6407904624938965,0,0,40,0.011346609319151626,0.011222088567078344,0.005517409674917006,0.0027698297053575516,0.01979740895330906,0.09731046855449677,128
trained,6,-0.6407904624938965,0,0,49,0.009433561438764284,0.009376095838467229,0.00305511150187515,0.002477108690963716,0.016332878750197743,0.07831061538308859,128
trained,6,-0.6407904624938965,0,1,5,0.058715288402044284,0.061306840221353825,-0.021592283431496564,0.0017420695163309573,0.11810188889503478,0.40078019723296165,128
trained,6,-0.6407904624938965,0,1,10,0.031542725113749864,0.03243337356009284,-0.013921581102806545,0.0011421442381106318,0.06280890554189682,0.36048950999975204,128
trained,6,-0.6407904624938965,0,1,20,0.017769016532928297,0.018208773247754675,-0.012223005290065574,0.0009870121371932327,0.03499868102371693,0.2802861612290144,128
trained,6,-0.6407904624938965,0,1,30,0.012093034270928013,0.012009328498958678,0.003472928059586092,0.0008110186007494728,0.02329073448975881,0.2769474107772112,128
trained,6,-0.6407904624938965,0,1,40,0.009287938298915215,0.009104019886738545,0.009999936402102687,0.000757710903417319,0.01763209216296673,0.264407891780138,128
trained,6,-0.6407904624938965,0,1,49,0.007751677182934748,0.0076400905637270065,0.0072497598090832385,0.0007378333438263864,0.014654574801727218,0.245771998539567,128
trained,6,-0.6407904624938965,0,2,5,0.07042430646238271,0.07227561057814015,-0.012973407091881842,0.006234793644398451,0.13633784502744675,0.2871368080377579,128
trained,6,-0.6407904624938965,0,2,10,0.03935205066820046,0.03955222287745338,-0.0025368994638112078,0.0047933775000274185,0.07410526424646377,0.21101357601583004,128
trained,6,-0.6407904624938965,0,2,20,0.020381491243033154,0.020256047237861733,0.003086899695642487,0.0034132291562855243,0.03722205497324467,0.1872943202033639,128
trained,6,-0.6407904624938965,0,2,30,0.014725356387191404,0.014249151470495972,0.01643530647760951,0.0026731538275877637,0.026297880957523983,0.130868935957551,128
trained,6,-0.6407904624938965,0,2,40,0.011186554497880898,0.010804113550075692,0.017391056376904905,0.0020899413153529166,0.01989624500274658,0.12055255426093936,128
trained,6,-0.6407904624938965,0,2,49,0.009223941843496068,0.009021204048582497,0.011111875788862866,0.0018765912866409943,0.016369717765827567,0.1059308247640729,128
trained,6,-0.6407904624938965,0,3,5,0.06482123980048107,0.06595902874965796,-0.008700004685584361,0.004916568915359676,0.12578548043966292,0.3464897833764553,128
trained,6,-0.6407904624938965,0,3,10,0.03688934907362454,0.03695270102890358,-0.0008579387380255396,0.003426565323024988,0.07041370198130607,0.26159731298685074,128
trained,6,-0.6407904624938965,0,3,20,0.019627180949220984,0.0195139036303013,0.0028940771604487998,0.002552591892890632,0.036586455255746844,0.2172190248966217,128
trained,6,-0.6407904624938965,0,3,30,0.014017929310313301,0.013697415744383061,0.011564480445260213,0.0021694731588164967,0.025543535749117535,0.16860975977033377,128
trained,6,-0.6407904624938965,0,3,40,0.010610550665572697,0.010182118323779014,0.020604971011296616,0.0018448172486387193,0.018942831084132195,0.1684940792620182,128
trained,6,-0.6407904624938965,0,3,49,0.009134594443181532,0.008851226588867658,0.01575506916215736,0.0015018534922630203,0.01648559421300888,0.11861508525907993,128
trained,6,-0.6407904624938965,1,0,5,0.06320203884303222,0.06232184771723395,0.007012140477092829,0.010046453401446342,0.11553794592618942,0.3720780089497566,128
trained,6,-0.6407904624938965,1,0,10,0.03856919166889596,0.03471475513801697,0.05259591900777375,0.008113675378262996,0.06527867466211319,0.2660764642059803,128
trained,6,-0.6407904624938965,1,0,20,0.021592591808443518,0.018885617794115912,0.06687484552403646,0.005567575292661786,0.03486199304461479,0.1914086425676942,128
trained,6,-0.6407904624938965,1,0,30,0.013548807357315751,0.013651391342975732,-0.003771442509907467,0.0045302030009528,0.022670743366082508,0.18397159688174725,128
trained,6,-0.6407904624938965,1,0,40,0.010544784738141086,0.0109046779544197,-0.016778658813987657,0.0038417973555624485,0.017611883580684662,0.14185278303921223,128
trained,6,-0.6407904624938965,1,0,49,0.008905101215529457,0.00829404909844732,0.03552804097246843,0.0033699796364015464,0.013832678296128097,0.15706977993249893,128
trained,6,-0.6407904624938965,1,1,5,0.09193957758228681,0.07704128995037719,0.08816552932503802,0.07176011055707932,0.09824500977993011,0.14997439458966255,128
trained,6,-0.6407904624938965,1,1,10,0.05061322251351771,0.03870050393500129,0.13338060175161995,0.04662576206028461,0.043023009225726126,0.10351228713989258,128
trained,6,-0.6407904624938965,1,1,20,0.02650861030736421,0.020015008250109892,0.13957646155775072,0.03016017861664295,0.016246756725013255,0.07186128199100494,128
trained,6,-0.6407904624938965,1,1,30,0.01859004399959088,0.013070760000084895,0.1743254529919133,0.02278244892756144,0.008838111783067386,0.05138320429250598,128
trained,6,-0.6407904624938965,1,1,40,0.013716268727901895,0.01038761497924687,0.13809615865055444,0.018393373116850853,0.005671503255143762,0.037404946284368634,128
trained,6,-0.6407904624938965,1,1,49,0.011131406813085117,0.008623976444418114,0.12692390402437473,0.015421304623691403,0.004348470962473324,0.031280997674912214,128
trained,6,-0.6407904624938965,1,2,5,0.0769547342556959,0.06473632226854363,0.08623276787392577,0.009907073061913251,0.1326239988207817,0.28734465315937996,128
trained,6,-0.6407904624938965,1,2,10,0.037253762813324626,0.03442146118814156,0.03951576942522864,0.006708093592897058,0.0650467924773693,0.28245115652680397,128
trained,6,-0.6407904624938965,1,2,20,0.021112655398384767,0.01858668901878234,0.06362740787342828,0.004760266654193402,0.0348936889320612,0.20692088827490807,128
trained,6,-0.6407904624938965,1,2,30,0.013754759105029912,0.014437234759207471,-0.024208137155531155,0.003475513309240341,0.024721456319093706,0.15409089624881744,128
trained,6,-0.6407904624938965,1,2,40,0.010746334569727478,0.011108915686147093,-0.016590115059678365,0.002820057305507362,0.019039441458880903,0.12562002893537283,128
trained,6,-0.6407904624938965,1,2,49,0.00874563554607771,0.008464848024100352,0.016314911827787666,0.0025513644083117954,0.014660730349774264,0.15660732984542847,128
trained,6,-0.6407904624938965,1,3,5,0.09804770472454048,0.0675996701989398,0.18381235766327203,0.11408737301826477,0.053653305023908617,0.16129661537706852,128
trained,6,-0.6407904624938965,1,3,10,0.05357393885093619,0.03583797841210074,0.19836237698002218,0.0737903207540512,0.016120422072708605,0.10089258290827274,128
trained,6,-0.6407904624938965,1,3,20,0.02870998595001779,0.018668552773417828,0.21194054200369555,0.04269882291555405,0.0044992825947701934,0.056037889793515205,128
trained,6,-0.6407904624938965,1,3,30,0.01961754977015108,0.012364725908794226,0.22677635368845203,0.029856648047765097,0.002072742705543836,0.04211830347776413,128
trained,6,-0.6407904624938965,1,3,40,0.014790186486225354,0.009547123485550457,0.21543313564810118,0.02320927008986473,0.0010665986919775605,0.028965286444872618,128
trained,6,-0.6407904624938965,1,3,49,0.012131232737587764,0.007773007162875897,0.21895965866003178,0.01915166466211786,0.0007775906729987081,0.023466476937755942,128
trained,6,-0.6407904624938965,2,0,5,0.05830936055434378,0.0564763549990302,0.015968934343971432,0.0039988777600228785,0.11091285720467567,0.42544132843613625,128
trained,6,-0.6407904624938965,2,0,10,0.030554742436278554,0.029380817888633996,0.01958644486280081,0.0029877986991778014,0.05698077864944935,0.40031421929597855,128
trained,6,-0.6407904624938965,2,0,20,0.014923569315847368,0.015741192461981374,-0.026663280544331543,0.0021254726452752948,0.028553980961441995,0.386410940438509,128
trained,6,-0.6407904624938965,2,0,30,0.00995741886206964,0.010785594351412468,-0.039925515197793034,0.001347907135883967,0.019401144733031592,0.3775284495204687,128
trained,6,-0.6407904624938965,2,0,40,0.007622530573441577,0.008287835765529323,-0.041815831129942575,0.0009981876122765244,0.01491997530683875,0.3632734827697277,128
trained,6,-0.6407904624938965,2,0,49,0.006456161119851722,0.006518789481627322,-0.004826867068274946,0.0008686245894249605,0.01210596678512437,0.364245031028986,128
trained,6,-0.6407904624938965,2,1,5,0.08644685828894899,0.10396788344287232,-0.09201506666173878,0.06431153640151024,0.12489863336086274,0.05394914746284485,128
trained,6,-0.6407904624938965,2,1,10,0.04466578953171936,0.05154041308682065,-0.07145717602312902,0.03845210336148739,0.057560748606920245,0.039871481945738196,128
trained,6,-0.6407904624938965,2,1,20,0.021479241698150513,0.027221451332636825,-0.11790817084960836,0.023248805105686186,0.025555067881941795,0.02392253023572266,128
trained,6,-0.6407904624938965,2,1,30,0.013800998799823388,0.019020330326510314,-0.1590225522689223,0.015162980804840723,0.017696405947208404,0.014218390919268131,128
trained,6,-0.6407904624938965,2,1,40,0.010040293851859956,0.014623951083444721,-0.18584218748321887,0.013071892503648996,0.011646067257970572,0.01128162193344906,128
trained,6,-0.6407904624938965,2,1,49,0.007908842271842303,0.01236513320110485,-0.2198035079498372,0.010281800463491557,0.00996659688499509,0.007828536443412304,128
trained,6,-0.6407904624938965,2,2,5,0.05380895890687641,0.047072847417537,0.06677231241885981,0.0059197102673351765,0.09542520493268966,0.4932754412293434,128
trained,6,-0.6407904624938965,2,2,10,0.02649620311238483,0.0256268389738641,0.01667907519798056,0.004024191386997699,0.048123301938176155,0.4785250648856163,128
trained,6,-0.6407904624938965,2,2,20,0.013886139709606185,0.014390445542353808,-0.017834750138184804,0.002581233263481408,0.025704413279891015,0.43428704887628555,128
trained,6,-0.6407904624938965,2,2,30,0.009857185865124025,0.009809738231173716,0.0024125599771257105,0.0018012778367847205,0.017865299681822457,0.4100026600062847,128
trained,6,-0.6407904624938965,2,2,40,0.0074981344547196335,0.007359383097026339,0.009338798167372887,0.001336553506553173,0.01351933777332306,0.4057643450796604,128
trained,6,-0.6407904624938965,2,2,49,0.006249732130603391,0.006177521921871105,0.0058106326966171,0.0009710012450434115,0.011456666932422288,0.3910442441701889,128
trained,6,-0.6407904624938965,2,3,5,0.0627888448057119,0.05389318210166573,0.07623849996222057,0.007438245741650462,0.10985536053776741,0.41353199630975723,128
trained,6,-0.6407904624938965,2,3,10,0.03144835846040024,0.02837689436516961,0.05134059531908104,0.004236596776172519,0.05567504055798054,0.40088362619280815,128
trained,6,-0.6407904624938965,2,3,20,0.015055436223105201,0.015300832705962502,-0.008083881567350243,0.002571010566316545,0.02778966836631298,0.3927864171564579,128
trained,6,-0.6407904624938965,2,3,30,0.010949875975705894,0.01062156273882293,0.015219811771136947,0.0018633177038282155,0.01970572645465533,0.35292866080999374,128
trained,6,-0.6407904624938965,2,3,40,0.008373152125965466,0.00857082867714429,-0.011666476341313932,0.0013514972990378738,0.015594800747931004,0.3221480920910835,128
trained,6,-0.6407904624938965,2,3,49,0.006566808052885434,0.006537241496819575,0.0022562915342660937,0.0010913901924326712,0.01201282920581954,0.35789326950907707,128
trained,6,-0.6407904624938965,3,0,5,0.0205294364377072,0.1903861001033911,-0.8053302589768245,0.1757802724838257,0.023457619454711677,0.003810542679275386,128
trained,6,-0.6407904624938965,3,0,10,0.008632486850295024,0.09356777767659767,-0.8310672307812074,0.09124440029263496,0.008567059133201837,0.0018853755136660766,128
trained,6,-0.6407904624938965,3,0,20,0.0044025345368336,0.04481320333590621,-0.8210924095610209,0.04502110593020916,0.004920760332606733,0.0011626450650510378,128
trained,6,-0.6407904624938965,3,0,30,0.0024057127777702037,0.030698724715145075,-0.8546591961447838,0.03076465502381325,0.0025460869694749516,0.0006777579874324147,128
trained,6,-0.6407904624938965,3,0,40,0.0015401237095768745,0.023195029225588765,-0.8754708560685683,0.023173459246754645,0.001815461623482406,0.0004431696070241742,128
trained,6,-0.6407904624938965,3,0,49,0.0017278878917101447,0.018767978993648897,-0.8313915774540735,0.01836801578803938,0.0020300444899773113,0.0004950663842464564,128
trained,6,-0.6407904624938965,3,1,5,0.09537540820606968,0.04798771070953983,0.3305431540178336,0.05269020199775696,0.09393081814050674,0.2668948955833912,128
trained,6,-0.6407904624938965,3,1,10,0.056507103348937805,0.024178756203298783,0.4006693034522208,0.038301239162683486,0.043293853849172594,0.1840490698814392,128
trained,6,-0.6407904624938965,3,1,20,0.03350999114431838,0.011467514180807726,0.4900778023076977,0.0254937956109643,0.019087632559239863,0.10837141890078783,128
trained,6,-0.6407904624938965,3,1,30,0.022917584132047416,0.007264654478587927,0.5186139389748659,0.018600948651631675,0.011467155317465465,0.09795690141618252,128
trained,6,-0.6407904624938965,3,1,40,0.018049308528070865,0.00530634474109959,0.5456051106584302,0.01517502348870039,0.008031298499554395,0.0717471269890666,128
trained,6,-0.6407904624938965,3,1,49,0.0146049846934607,0.004582366245996501,0.5223555079889197,0.012477820929215878,0.006767057870723763,0.05700094811618328,128
trained,6,-0.6407904624938965,3,2,5,0.0984810423432735,0.05407133758468116,0.29111118934541974,0.048435979336500165,0.10716957449913025,0.2219722494482994,128
trained,6,-0.6407904624938965,3,2,10,0.055736522181780504,0.02764757193169793,0.33686221033377317,0.03235306292772293,0.051821034774184226,0.15825900435447693,128
trained,6,-0.6407904624938965,3,2,20,0.032347857051172615,0.012632212360730468,0.43831957015136286,0.0221458051353693,0.022479997761547566,0.1074839299544692,128
trained,6,-0.6407904624938965,3,2,30,0.022757190972535334,0.007944965251599127,0.4824490375307943,0.016729946558674175,0.013864203045765558,0.0821755058132112,128
trained,6,-0.6407904624938965,3,2,40,0.01767258531020093,0.005811597205497123,0.5050628479943996,0.013504567369818688,0.00984061872586608,0.06619254872202873,128
trained,6,-0.6407904624938965,3,2,49,0.014342473289523611,0.0049902924442230085,0.48374769412800595,0.011095965699273713,0.0082904793017981,0.050064167473465204,128
trained,6,-0.6407904624938965,3,3,5,0.09867454690542835,0.05255929775686072,0.30492677912963073,0.049052385985851286,0.10535187795758247,0.22797865234315395,128
trained,6,-0.6407904624938965,3,3,10,0.05578170105316719,0.026880583579133945,0.3496288253130401,0.033587262779474256,0.04988786429166794,0.16524871066212654,128
trained,6,-0.6407904624938965,3,3,20,0.032741376304778205,0.013229314400796605,0.42444569798884824,0.022433597035706042,0.023186485469341277,0.0875983452424407,128
trained,6,-0.6407904624938965,3,3,30,0.022860628360215914,0.007965947627528131,0.4831766180624925,0.016889852409561475,0.013828116779526075,0.0784609317779541,128
trained,6,-0.6407904624938965,3,3,40,0.017643351799885746,0.0058569347536241686,0.5015435458168769,0.013330249581485987,0.010031915362924337,0.06551341013982892,128
trained,6,-0.6407904624938965,3,3,49,0.014502716880851557,0.0048683255891757106,0.4973604960128366,0.011236886740947256,0.008189455967168418,0.04810924082994461,128
trained,6,-0.6407904624938965,4,0,5,0.10926512668007299,0.041557499226307706,0.4489222160562577,0.09961890578269958,0.05585861466825008,0.22261239029467106,128
trained,6,-0.6407904624938965,4,0,10,0.06360767242756296,0.021336810190194674,0.49762928602538725,0.05725018829107285,0.028883160650730134,0.13866650592535734,128
trained,6,-0.6407904624938965,4,0,20,0.03578883234052878,0.011156782313483729,0.5246933117833834,0.031240196153521537,0.015262811817228794,0.06993983592838049,128
trained,6,-0.6407904624938965,4,0,30,0.025020217845472432,0.006938511854367025,0.5657830007752298,0.0218020165959994,0.010024865592519442,0.04519350454211235,128
trained,6,-0.6407904624938965,4,0,40,0.01908897053111683,0.0052851576142329505,0.5663305302245697,0.016549540124833582,0.007662824355065823,0.03150540846399963,128
trained,6,-0.6407904624938965,4,0,49,0.01534698639931978,0.004460232696753423,0.5496356479529745,0.013364445798251093,0.0065052614984463675,0.0263843503780663,128
trained,6,-0.6407904624938965,4,1,5,0.061292631932866506,0.14158952316181772,-0.3957809457962492,0.1080353893339634,0.08932635858654976,0.013191270409151912,128
trained,6,-0.6407904624938965,4,1,10,0.027756632642543064,0.07295130303435003,-0.44876970307840275,0.05885817110538483,0.04057866297662258,0.005631647334666923,128
trained,6,-0.6407904624938965,4,1,20,0.012649589525676476,0.03676743225601208,-0.4880472731925016,0.03085302412509918,0.018997366726398467,0.002992216788697988,128
trained,6,-0.6407904624938965,4,1,30,0.008493274419030012,0.02465025025045243,-0.48748514203173426,0.019653200854857764,0.013608134165406228,0.0021599370520561934,128
trained,6,-0.6407904624938965,4,1,40,0.006486641748149404,0.018335198619651057,-0.4773440121867259,0.014543774724006652,0.010416915826499461,0.0015723900723969564,128
trained,6,-0.6407904624938965,4,1,49,0.004750127911794465,0.015700298520981922,-0.5354495000212761,0.012632420628654713,0.007755153869487801,0.001008851031656377,128
trained,6,-0.6407904624938965,4,2,5,0.1021223535314638,0.07169691508248348,0.17504065395868282,0.06607460901141167,0.10983641147613525,0.12044491432607174,128
trained,6,-0.6407904624938965,4,2,10,0.05489200081868737,0.036645601416707425,0.19933228483371052,0.0401917539536953,0.05185903050005436,0.0794921712949872,128
trained,6,-0.6407904624938965,4,2,20,0.029866605499194745,0.018124814959370166,0.24466436765958208,0.02256721891462803,0.02521321624517441,0.04439129214733839,128
trained,6,-0.6407904624938965,4,2,30,0.02104647162078185,0.01113349365719595,0.30804812490154393,0.01586896727482478,0.016238716368873914,0.03676949627697468,128
trained,6,-0.6407904624938965,4,2,40,0.016155953652302737,0.00824249656043918,0.32434261285196175,0.012431535311043263,0.011874179355800152,0.027771436842158437,128
trained,6,-0.6407904624938965,4,2,49,0.012746974646327007,0.007196037871781032,0.27833993330884416,0.010206724992211985,0.00976814877013771,0.021231201710179448,128
trained,6,-0.6407904624938965,4,3,5,0.11129727558782923,0.039864794519923676,0.4725555889550452,0.1006804347038269,0.05539262145757675,0.21963470987975597,128
trained,6,-0.6407904624938965,4,3,10,0.06437231487053868,0.02068168154866749,0.5136811338766399,0.05890447422862053,0.02737831901758909,0.1371720526367426,128
trained,6,-0.6407904624938965,4,3,20,0.036170159812569144,0.01096748518925489,0.5346613014248878,0.03158808499574661,0.015096698515117168,0.06630431627854705,128
trained,6,-0.6407904624938965,4,3,30,0.024506752538530924,0.007563690858148616,0.5283076841278791,0.02045983523130417,0.011487065628170968,0.04159298399463296,128
trained,6,-0.6407904624938965,4,3,40,0.018633541476585178,0.005721905746975461,0.5301333870227316,0.015591126680374146,0.008613012917339801,0.031834430526942015,128
trained,6,-0.6407904624938965,4,3,49,0.015451144779038414,0.004332471383237319,0.5620142093355338,0.013249126319982568,0.006598308834494377,0.02747564995661378,128
trained,6,-0.6407904624938965,5,0,5,0.12484485085247553,0.02538382226988773,0.6620642152707651,0.08911502137780189,0.06795159429311752,0.21466690860688686,128
trained,6,-0.6407904624938965,5,0,10,0.07360570916288892,0.01180878894888703,0.7234945071316711,0.05025001652538776,0.036902521178126334,0.12847462110221386,128
trained,6,-0.6407904624938965,5,0,20,0.04108979195569751,0.006365209703525944,0.7317370358723966,0.02773994840681553,0.01909109465777874,0.06337912240996957,128
trained,6,-0.6407904624938965,5,0,30,0.028158124071103203,0.004056469330250169,0.7481595201227135,0.018805534640947977,0.013233316938082378,0.03883443959057331,128
trained,6,-0.6407904624938965,5,0,40,0.02100211754146772,0.0034056785944345837,0.7209351818712124,0.01440003402531147,0.009801553841680289,0.03193649114109576,128
trained,6,-0.6407904624938965,5,0,49,0.017149621652664832,0.002620493948956649,0.7349035279177452,0.011905367885317122,0.007948141925188959,0.027178009739145637,128
trained,6,-0.6407904624938965,5,1,5,0.14813357208207337,0.01262276149636147,0.8429578329413173,0.10099162310361862,0.06908107846975327,0.1496364986523986,128
trained,6,-0.6407904624938965,5,1,10,0.08490446490719689,0.005686233664632227,0.8744631898260314,0.05581066533923149,0.037008043751120566,0.07181288814172149,128
trained,6,-0.6407904624938965,5,1,20,0.04633773008602995,0.002925779118687944,0.8812192161557035,0.029157033935189248,0.01932641677558422,0.030330961104482412,128
trained,6,-0.6407904624938965,5,1,30,0.031368606863592254,0.0014925317563339992,0.9091612878025144,0.019074183702468873,0.013569109390179317,0.02070121862925589,128
trained,6,-0.6407904624938965,5,1,40,0.023542329350950218,0.0013409298819464606,0.8922223274819395,0.014344519376754761,0.010278567299246788,0.015076524345204234,128
trained,6,-0.6407904624938965,5,1,49,0.01892190865496706,0.0011339739509849231,0.8869185691093094,0.011755149431374609,0.00840283230859406,0.012258886476047337,128
trained,6,-0.6407904624938965,5,2,5,0.072680377820779,0.12854606913240163,-0.2776259888161881,0.0878874383866787,0.10949824899435043,0.013071585213765502,128
trained,6,-0.6407904624938965,5,2,10,0.03725165980202811,0.06290289366743572,-0.2561165017122492,0.036875893175601956,0.06255721822381019,0.005668867874192074,128
trained,6,-0.6407904624938965,5,2,20,0.017967353098527154,0.03167902938421195,-0.27618681562903086,0.016572598926723005,0.03332016579806805,0.0021447343315230682,128
trained,6,-0.6407904624938965,5,2,30,0.01132353868214306,0.021894673896797442,-0.3182331135130967,0.011470457166433334,0.021824836482604346,0.0011411827144911513,128
trained,6,-0.6407904624938965,5,2,40,0.009053430444167065,0.015847574513851447,-0.2728461795363691,0.00775385438464582,0.01722676809877157,0.0007750671538815368,128
trained,6,-0.6407904624938965,5,2,49,0.007610120195789131,0.01281405229305441,-0.25479280004382415,0.005784437744593134,0.014609865083986399,0.0006791667365178,128
trained,6,-0.6407904624938965,5,3,5,0.12240669044137698,0.010412743927648403,0.8432045132922453,0.07341584041714669,0.06710317507386207,0.2974049262702465,128
trained,6,-0.6407904624938965,5,3,10,0.07274274478205069,0.005241905521733202,0.8655657106431457,0.04436202347278595,0.03552108928561211,0.20116887986660004,128
trained,6,-0.6407904624938965,5,3,20,0.04179386497018066,0.003028688047450044,0.8648587443606277,0.024375885352492334,0.01975010521709919,0.11748018115758896,128
trained,6,-0.6407904624938965,5,3,30,0.029280519435438253,0.0015957502815814645,0.8966358114723836,0.018076312293608985,0.012598089873790741,0.07976794708520174,128
trained,6,-0.6407904624938965,5,3,40,0.022172258022745608,0.001411951013973781,0.8802630173252299,0.01367672048509121,0.009664204437285662,0.06636302825063467,128
trained,6,-0.6407904624938965,5,3,49,0.0180319191612771,0.001158366110020528,0.8792757800018011,0.011724932309316129,0.007562203674900288,0.054930333979427814,128
trained,7,0.23712193965911865,0,0,5,0.07062113856355222,0.07109737323329354,-0.003360426691614208,0.007373280078172684,0.13435564786195756,0.29135533794760704,128
trained,7,0.23712193965911865,0,0,10,0.038688506955414814,0.03838533055996467,0.003933583758376076,0.0070296806748956445,0.07003089264035225,0.22939427942037582,128
trained,7,0.23712193965911865,0,0,20,0.021290646842968317,0.02113743296152429,0.0036111434254489537,0.004649397172033787,0.03778059743344784,0.1514000967144966,128
trained,7,0.23712193965911865,0,0,30,0.014616315093734693,0.014516087304096786,0.0034404230816860804,0.0036830021378894645,0.025447416802247366,0.12608741968870163,128
trained,7,0.23712193965911865,0,0,40,0.011205083307442356,0.011043154892412204,0.007278257881288398,0.002654195576906204,0.019593092799186706,0.11010844353586435,128
trained,7,0.23712193965911865,0,0,49,0.00951964955203166,0.009362798677470504,0.008306702216070891,0.0024873288348317146,0.016394469658939207,0.0747918738052249,128
trained,7,0.23712193965911865,0,1,5,0.06137166655482575,0.06049777134478274,0.007170749493041248,0.0012993759417440742,0.12055094465613365,0.39074840396642685,128
trained,7,0.23712193965911865,0,1,10,0.03219053675146664,0.032499891198323874,-0.0047820745148348665,0.00162513367831707,0.06307882592082023,0.35296039655804634,128
trained,7,0.23712193965911865,0,1,20,0.01621291501286589,0.016118442899064174,0.002921996473396952,0.001311143778730184,0.031021394953131675,0.3533492311835289,128
trained,7,0.23712193965911865,0,1,30,0.012316291441192789,0.01208434139014021,0.009505903090563468,0.0010106273461133243,0.02338541348775228,0.26811874099075794,128
