model_type,pool_index,layer,key_task,is_self,attention,input_attention,output_attention,same_attention,different_attention
trained,0,4,12,False,0.019273568934295326,0.012591235878062434,0.006682333085336722,0.024257774617689756,0.013799113664226455
trained,0,4,13,False,0.018355859559960663,0.011356340735801496,0.006999518926022574,0.023099285986972973,0.013612433365778998
trained,0,4,14,False,0.01815079868538305,0.011137176508782431,0.007013622278464027,0.022132741886058023,0.01505373186794006
trained,0,4,15,False,0.019200970215024427,0.011934864625800401,0.007266105487360619,0.024246760098070932,0.015020172876705016
trained,0,4,16,False,0.019151698739733547,0.01164670973957982,0.0075049894221592695,0.023293459264095873,0.015009938506409526
trained,0,4,17,False,0.01957595208659768,0.01208270869392436,0.007493243188946508,0.025525397059090175,0.014646411660526479
trained,0,4,18,False,0.02080386070883833,0.013192488549975678,0.007611372275277972,0.026458368315522014,0.016118697210081984
trained,0,4,19,False,0.020820390956941992,0.012874272710178047,0.007946118072140962,0.025806567384279333,0.015834214515052736
trained,0,4,20,False,0.02147657671594061,0.013864902488421649,0.007611674256622791,0.026345920790096414,0.01595798653240005
trained,0,4,21,False,0.020127240160945803,0.012160204321844503,0.007967035911860876,0.023942866740981117,0.016311613566358574
trained,0,4,22,False,0.021463250508531928,0.01338598296570126,0.008077267484623007,0.026221642946644176,0.01699324558968797
trained,0,4,23,False,0.01986851738183759,0.011742821297957562,0.008125696011120453,0.024065148300276354,0.016997138320125248
trained,0,4,24,False,0.02057590091135353,0.012307982862694189,0.008267917946795933,0.024016782345752868,0.0172408929739434
trained,0,4,25,False,0.02043648812104948,0.012224157311720774,0.008212330954847857,0.024954764048258464,0.016449773999150184
trained,0,4,26,False,0.02237446728395298,0.014013464358868077,0.008361002808669582,0.02671230699111154,0.01730140016051167
trained,0,4,27,False,0.02253301430027932,0.01404158040531911,0.008491433662129566,0.026968519602503092,0.017179818221785385
trained,0,4,28,False,0.0224326488096267,0.013820949621731415,0.008611698925960809,0.027413762752609004,0.01830544039340956
trained,0,4,29,False,0.022064436197979376,0.013614689785754308,0.00844974661595188,0.027415151691489052,0.01776879132581009
trained,0,4,30,False,0.021906015346758068,0.013499965076334774,0.008406050546909682,0.02608834691987983,0.018440655286290818
trained,0,4,31,False,0.022456505190348253,0.013618955708807334,0.008837549758027308,0.026563756966165135,0.01847563049254509
trained,0,4,32,False,0.023180934484116733,0.014454975433181971,0.008725959007279016,0.02713168876738671,0.018703412466372055
trained,0,4,33,False,0.02211213589180261,0.013424141943687573,0.008687994079082273,0.025970573246967596,0.01859923015668321
trained,0,4,34,False,0.023191479092929512,0.014212289825081825,0.008979189282399602,0.02683577052084729,0.019547188421711326
trained,0,4,35,False,0.021771981177153066,0.013155648703104816,0.008616332488600165,0.025135395512210598,0.018191571978311383
trained,0,4,36,False,0.023754235939122736,0.014641689049312845,0.009112546817050315,0.029602051079976106,0.01962178014218807
trained,0,4,37,False,0.02234514377778396,0.013452633749693632,0.008892509737052023,0.02774281112752,0.017430848970230835
trained,0,4,38,False,0.023136048577725887,0.01420356787275523,0.008932480763178319,0.027877445433002253,0.018244131867374693
trained,0,4,39,False,0.022757724189432338,0.0135857691639103,0.009171955054625869,0.025702478192173518,0.01971948640568862
trained,0,4,40,False,0.024526509980205446,0.015600163635099307,0.008926346752559766,0.027627230359193608,0.01968938749283552
trained,0,4,41,False,0.023633300908841193,0.01467839177348651,0.008954909208114259,0.027215726726071934,0.019170980590085186
trained,0,4,42,False,0.023149954358814284,0.014316598593723029,0.00883335602702573,0.026884003210875945,0.019957071858579697
trained,0,4,43,False,0.02262610977049917,0.013632191636133939,0.008993918090709485,0.026458116569395722,0.01945101836962359
