model_type,pool_index,pool_cosine,layer,head,source_task,key_task,is_self,attention,input_attention,output_attention,same_attention,different_attention,same_count,different_count,num_prompts
untrained,4,0.5655080080032349,0,1,49,1,False,0.020197046920657158,0.010041908477433026,0.01015513890888542,0.020121900273151087,0.02026546501846456,61,67,128
untrained,4,0.5655080080032349,0,1,49,2,False,0.02015918167307973,0.0100302865030244,0.010128894471563399,0.02014260398490088,0.02017918845702862,70,58,128
untrained,4,0.5655080080032349,0,1,49,3,False,0.02019413118250668,0.010076863341964781,0.0101172678405419,0.02016821379462878,0.02022172186163164,66,62,128
untrained,4,0.5655080080032349,0,1,49,4,False,0.020113928243517876,0.009986306657083333,0.010127621237188578,0.020124739786582208,0.020102052781425538,67,61,128
untrained,4,0.5655080080032349,0,1,49,5,False,0.020118082175031304,0.010018535191193223,0.010099547100253403,0.02023343026638031,0.02004414128187375,50,78,128
untrained,4,0.5655080080032349,0,1,49,6,False,0.020086282631382346,0.009961095871403813,0.010125186643563211,0.02004732884335936,0.020117556125345364,57,71,128
untrained,4,0.5655080080032349,0,1,49,7,False,0.020316689973697066,0.010174864204600453,0.0101418262347579,0.020316215930506587,0.020317163784056902,64,64,128
untrained,4,0.5655080080032349,0,1,49,8,False,0.020249270601198077,0.010072003700770438,0.010177266551181674,0.02025880723718613,0.02024002711360271,63,65,128
untrained,4,0.5655080080032349,0,1,49,9,False,0.02023228700272739,0.01008434861432761,0.010147937340661883,0.020281014004440018,0.02018041524194902,66,62,128
untrained,4,0.5655080080032349,0,1,49,10,False,0.02017347328364849,0.010022838250733912,0.010150634916499257,0.020093276631087065,0.020253670401871204,64,64,128
untrained,4,0.5655080080032349,0,1,49,11,False,0.020182650536298752,0.010036708321422338,0.01014594198204577,0.020191737903015955,0.020171683153201794,70,58,128
untrained,4,0.5655080080032349,0,1,49,12,False,0.02011081576347351,0.010005754185840487,0.010105062159709632,0.02016026167957871,0.020074734413945996,54,74,128
untrained,4,0.5655080080032349,0,1,49,13,False,0.020294631831347942,0.010115265264175832,0.010179365985095501,0.02017584236131774,0.02038131493168908,54,74,128
untrained,4,0.5655080080032349,0,1,49,14,False,0.020217382349073887,0.010075133293867111,0.010142249520868063,0.020242720229984964,0.02018375417048281,73,55,128
untrained,4,0.5655080080032349,0,1,49,15,False,0.020304569276049733,0.010139053454622626,0.01016551663633436,0.020296349914537534,0.02031513875616448,72,56,128
untrained,4,0.5655080080032349,0,1,49,16,False,0.02009605895727873,0.009948161896318197,0.010147897526621819,0.02011892231447356,0.020068465892610878,70,58,128
untrained,4,0.5655080080032349,0,1,49,17,False,0.020228805486112833,0.010042200447060168,0.010186605504713953,0.020363364425989298,0.020089976726070283,65,63,128
untrained,4,0.5655080080032349,0,1,49,18,False,0.020250331610441208,0.010060545522719622,0.010189786786213517,0.020207005863388378,0.02030603720673493,72,56,128
untrained,4,0.5655080080032349,0,1,49,19,False,0.02018223563209176,0.010035032639279962,0.010147201945073903,0.02016827934063398,0.020196634389105298,65,63,128
untrained,4,0.5655080080032349,0,1,49,20,False,0.02017411612905562,0.009999942500144243,0.010174174443818629,0.020100600416621855,0.02024317781130473,62,66,128
untrained,4,0.5655080080032349,0,1,49,21,False,0.020172795746475458,0.010029470431618392,0.010143325314857066,0.020149289530057173,0.02019704831024957,65,63,128
untrained,4,0.5655080080032349,0,1,49,22,False,0.020153751596808434,0.010011275997385383,0.010142475832253695,0.020191980762915177,0.02012494869836389,55,73,128
untrained,4,0.5655080080032349,0,1,49,23,False,0.02015341049991548,0.01002281077671796,0.01013059914112091,0.020120840467197795,0.020193979144096375,71,57,128
untrained,4,0.5655080080032349,0,1,49,24,False,0.020232224836945534,0.01003910624422133,0.010193118709139526,0.020250068125078232,0.02021696764057961,59,69,128
untrained,4,0.5655080080032349,0,1,49,25,False,0.020225026877596974,0.01008816622197628,0.010136860655620694,0.0202695649350062,0.020180488820187747,64,64,128
untrained,4,0.5655080080032349,0,1,49,26,False,0.020238507073372602,0.01010594132822007,0.010132565861567855,0.020253721568169014,0.020222311539034688,66,62,128
untrained,4,0.5655080080032349,0,1,49,27,False,0.020338247995823622,0.010163360042497516,0.010174887836910784,0.02036437195013551,0.02030864084760348,68,60,128
untrained,4,0.5655080080032349,0,1,49,28,False,0.020238880533725023,0.010117344674654305,0.010121535393409431,0.020216835141181947,0.020270075859888544,75,53,128
untrained,4,0.5655080080032349,0,1,49,29,False,0.020163438050076365,0.010015565436333418,0.010147872846573591,0.020200363011099398,0.020126513671129942,64,64,128
untrained,4,0.5655080080032349,0,1,49,30,False,0.020251758629456162,0.010072875069454312,0.010178883792832494,0.02024619671560469,0.020257149178248186,63,65,128
untrained,4,0.5655080080032349,0,1,49,31,False,0.020273987902328372,0.01010664040222764,0.010167346918024123,0.020282182842493057,0.020266756415367126,60,68,128
untrained,4,0.5655080080032349,0,1,49,32,False,0.020199856022372842,0.010048254975117743,0.010151600930839777,0.020190469060952846,0.020206279072322343,52,76,128
untrained,4,0.5655080080032349,0,1,49,33,False,0.02021906990557909,0.010072819190099835,0.010146250482648611,0.020239107310771942,0.020197060875228195,67,61,128
untrained,4,0.5655080080032349,0,1,49,34,False,0.020287359366193414,0.010123468353413045,0.010163891362026334,0.020265315708361174,0.02031957759306981,76,52,128
untrained,4,0.5655080080032349,0,1,49,35,False,0.02011977438814938,0.010011638049036264,0.01010813657194376,0.020136094838380813,0.020105373771751627,60,68,128
untrained,4,0.5655080080032349,0,1,49,36,False,0.02024266356602311,0.010060942615382373,0.010181720950640738,0.020258699820653814,0.02022068781985177,74,54,128
untrained,4,0.5655080080032349,0,1,49,37,False,0.020209056558087468,0.010015668929554522,0.010193387512117624,0.020123190970884428,0.020319455436297824,72,56,128
untrained,4,0.5655080080032349,0,1,49,38,False,0.02015907596796751,0.010027297423221171,0.010131778311915696,0.020129880477343837,0.020186501809141853,62,66,128
untrained,4,0.5655080080032349,0,1,49,39,False,0.02016038214787841,0.010015543666668236,0.01014483836479485,0.020214363804151272,0.02011565544775554,58,70,128
untrained,4,0.5655080080032349,0,1,49,40,False,0.020214456133544445,0.010044716880656779,0.01016973948571831,0.02031340742228078,0.020148916290952015,51,77,128
untrained,4,0.5655080080032349,0,1,49,41,False,0.020305657293647528,0.010129918693564832,0.010175738600082695,0.020251885056495667,0.020357775344298435,63,65,128
untrained,4,0.5655080080032349,0,1,49,42,False,0.02019163523800671,0.01006311213131994,0.010128523572348058,0.02019307349736874,0.020190151437880503,65,63,128
untrained,4,0.5655080080032349,0,1,49,43,False,0.020205490989610553,0.010085241287015378,0.010120249586179852,0.02028320640770357,0.020120130332766988,67,61,128
untrained,4,0.5655080080032349,0,1,49,44,False,0.020220553735271096,0.010041984030976892,0.010178569937124848,0.020240914259777695,0.020202017653344284,61,67,128
untrained,4,0.5655080080032349,0,1,49,45,False,0.020192792871966958,0.0100132308434695,0.010179561446420848,0.02014129020033344,0.020241173153573818,62,66,128
untrained,4,0.5655080080032349,0,1,49,46,False,0.02021804009564221,0.010087952250614762,0.010130087845027447,0.020334333064965904,0.020101747242733836,64,64,128
untrained,4,0.5655080080032349,0,1,49,47,False,0.020197283243760467,0.01009305939078331,0.010104223503731191,0.02019019626282357,0.02020699420460948,74,54,128
untrained,4,0.5655080080032349,0,1,49,48,False,0.02008329052478075,0.009996182867325842,0.01008710777387023,0.020076465492065137,0.02009033068778023,65,63,128
untrained,4,0.5655080080032349,0,1,49,49,True,0.009960506460629404,0.009960506460629404,0.0,,,0,0,128
untrained,4,0.5655080080032349,0,2,49,0,False,0.020248614950105548,0.010045001399703324,0.010203613201156259,0.020268513994701837,0.020231598745221676,59,69,128
untrained,4,0.5655080080032349,0,2,49,1,False,0.020258144941180944,0.010100793675519526,0.01015735068358481,0.020284672252467422,0.02023399131956385,61,67,128
untrained,4,0.5655080080032349,0,2,49,2,False,0.020148130599409342,0.01003204076550901,0.01011608971748501,0.020212147278445107,0.020070869090228247,70,58,128
untrained,4,0.5655080080032349,0,2,49,3,False,0.02012786455452442,0.009972406667657197,0.010155458468943834,0.02012914882013292,0.020126498274264798,66,62,128
untrained,4,0.5655080080032349,0,2,49,4,False,0.020167680457234383,0.01006145472638309,0.010106225498020649,0.020130349406555517,0.020208683292396733,67,61,128
untrained,4,0.5655080080032349,0,2,49,5,False,0.020193391479551792,0.01004993636161089,0.01014345558360219,0.0201151467859745,0.020243549385131933,50,78,128
untrained,4,0.5655080080032349,0,2,49,6,False,0.02036496647633612,0.010134323383681476,0.010230642976239324,0.020475800753685467,0.020275986530411412,57,71,128
untrained,4,0.5655080080032349,0,2,49,7,False,0.020225506275892258,0.010059063672088087,0.01016644318588078,0.020270296139642596,0.020180717227049172,64,64,128
untrained,4,0.5655080080032349,0,2,49,8,False,0.02023180085234344,0.010059614549390972,0.01017218641936779,0.020327967547235034,0.02013859318999144,63,65,128
untrained,4,0.5655080080032349,0,2,49,9,False,0.020168053451925516,0.010011069010943174,0.010156984440982342,0.020247516758514172,0.020083462999713038,66,62,128
untrained,4,0.5655080080032349,0,2,49,10,False,0.020088735269382596,0.009999488480389118,0.010089247138239443,0.020093318657018244,0.020084153511561453,64,64,128
