T,K,N,d,noise_std,method,pool_index,position,num_examples,mse
2,2,50,4,0.0,known_pool,1,36,200,1.4677171505874152e-15
2,2,50,4,0.0,known_pool,1,37,200,2.1757083112946477e-15
2,2,50,4,0.0,known_pool,1,38,200,2.2219898526708855e-15
2,2,50,4,0.0,known_pool,1,39,200,2.3379940750140394e-15
2,2,50,4,0.0,known_pool,1,40,200,1.957714650460253e-15
2,2,50,4,0.0,known_pool,1,41,200,1.96872327633674e-15
2,2,50,4,0.0,known_pool,1,42,200,1.9385348518654926e-15
2,2,50,4,0.0,known_pool,1,43,200,2.282137199884591e-15
2,2,50,4,0.0,known_pool,1,44,200,2.009133368959854e-15
2,2,50,4,0.0,known_pool,1,45,200,1.5754341718415006e-15
2,2,50,4,0.0,known_pool,1,46,200,1.4744188669523355e-15
2,2,50,4,0.0,known_pool,1,47,200,1.686357164748183e-15
2,2,50,4,0.0,known_pool,1,48,200,2.7627833694833057e-15
2,2,50,4,0.0,known_pool,1,49,200,2.388338942741825e-15
2,2,50,4,0.0,ridge_history,1,0,0,
2,2,50,4,0.0,ridge_history,1,1,200,0.8738115369951666
2,2,50,4,0.0,ridge_history,1,2,200,0.9100342259465052
2,2,50,4,0.0,ridge_history,1,3,200,0.9508017936211628
2,2,50,4,0.0,ridge_history,1,4,200,0.7767380510057802
2,2,50,4,0.0,ridge_history,1,5,200,0.9467305546720246
2,2,50,4,0.0,ridge_history,1,6,200,0.8015611544065075
2,2,50,4,0.0,ridge_history,1,7,200,1.008624304202763
2,2,50,4,0.0,ridge_history,1,8,200,0.7652453027192507
2,2,50,4,0.0,ridge_history,1,9,200,0.8186329462193508
2,2,50,4,0.0,ridge_history,1,10,200,0.6444811735658398
2,2,50,4,0.0,ridge_history,1,11,200,0.6482174480658633
2,2,50,4,0.0,ridge_history,1,12,200,0.6328947626639515
2,2,50,4,0.0,ridge_history,1,13,200,0.7039768995137914
2,2,50,4,0.0,ridge_history,1,14,200,0.6482497450423728
2,2,50,4,0.0,ridge_history,1,15,200,0.5308028104484377
2,2,50,4,0.0,ridge_history,1,16,200,0.6611226854687741
2,2,50,4,0.0,ridge_history,1,17,200,0.6882781157014225
2,2,50,4,0.0,ridge_history,1,18,200,0.7060837202420207
2,2,50,4,0.0,ridge_history,1,19,200,0.5711693781906487
2,2,50,4,0.0,ridge_history,1,20,200,0.6717979950214067
2,2,50,4,0.0,ridge_history,1,21,200,0.6551831011825067
2,2,50,4,0.0,ridge_history,1,22,200,0.601941938221453
2,2,50,4,0.0,ridge_history,1,23,200,0.6074522145929028
2,2,50,4,0.0,ridge_history,1,24,200,0.6389884980580642
2,2,50,4,0.0,ridge_history,1,25,200,0.6828599141034482
2,2,50,4,0.0,ridge_history,1,26,200,0.4497480255148487
2,2,50,4,0.0,ridge_history,1,27,200,0.6097149659987486
2,2,50,4,0.0,ridge_history,1,28,200,0.6703326417408806
2,2,50,4,0.0,ridge_history,1,29,200,0.5643381250070579
2,2,50,4,0.0,ridge_history,1,30,200,0.5670881964187242
2,2,50,4,0.0,ridge_history,1,31,200,0.566197203563149
2,2,50,4,0.0,ridge_history,1,32,200,0.6557881978869423
2,2,50,4,0.0,ridge_history,1,33,200,0.6457155911352528
2,2,50,4,0.0,ridge_history,1,34,200,0.6568465969275888
2,2,50,4,0.0,ridge_history,1,35,200,0.6474859299928002
2,2,50,4,0.0,ridge_history,1,36,200,0.6669351142280056
2,2,50,4,0.0,ridge_history,1,37,200,0.7205393130069544
2,2,50,4,0.0,ridge_history,1,38,200,0.5382690399792066
2,2,50,4,0.0,ridge_history,1,39,200,0.5728852411012015
2,2,50,4,0.0,ridge_history,1,40,200,0.602419522364608
2,2,50,4,0.0,ridge_history,1,41,200,0.6470159509462102
2,2,50,4,0.0,ridge_history,1,42,200,0.4831789166143892
2,2,50,4,0.0,ridge_history,1,43,200,0.5621652734071599
2,2,50,4,0.0,ridge_history,1,44,200,0.5510163123798754
2,2,50,4,0.0,ridge_history,1,45,200,0.5637976047093095
2,2,50,4,0.0,ridge_history,1,46,200,0.6141066109540226
2,2,50,4,0.0,ridge_history,1,47,200,0.6258194882566531
2,2,50,4,0.0,ridge_history,1,48,200,0.5311737380177277
2,2,50,4,0.0,ridge_history,1,49,200,0.5205334734882072
2,2,50,4,0.0,transformer,2,0,200,0.6024615738351811
2,2,50,4,0.0,transformer,2,1,200,0.19826706856955256
2,2,50,4,0.0,transformer,2,2,200,0.13390845725915465
2,2,50,4,0.0,transformer,2,3,200,0.07819503744527526
2,2,50,4,0.0,transformer,2,4,200,0.03385148932524221
2,2,50,4,0.0,transformer,2,5,200,0.02859043511588504
2,2,50,4,0.0,transformer,2,6,200,0.02361538161385787
2,2,50,4,0.0,transformer,2,7,200,0.0176732570257942
2,2,50,4,0.0,transformer,2,8,200,0.019580185255376935
2,2,50,4,0.0,transformer,2,9,200,0.022429525168815037
2,2,50,4,0.0,transformer,2,10,200,0.019851725820434124
2,2,50,4,0.0,transformer,2,11,200,0.01436196500673522
2,2,50,4,0.0,transformer,2,12,200,0.012300937704913965
2,2,50,4,0.0,transformer,2,13,200,0.015266690316717298
2,2,50,4,0.0,transformer,2,14,200,0.0148581853656854
2,2,50,4,0.0,transformer,2,15,200,0.010233853024419325
2,2,50,4,0.0,transformer,2,16,200,0.01272334053907902
2,2,50,4,0.0,transformer,2,17,200,0.015060226916140425
2,2,50,4,0.0,transformer,2,18,200,0.013262003918086766
2,2,50,4,0.0,transformer,2,19,200,0.00998439596211127
2,2,50,4,0.0,transformer,2,20,200,0.009509124677513518
2,2,50,4,0.0,transformer,2,21,200,0.009607337531582417
2,2,50,4,0.0,transformer,2,22,200,0.007534427166263438
2,2,50,4,0.0,transformer,2,23,200,0.006992705113381483
2,2,50,4,0.0,transformer,2,24,200,0.0093664301360625
2,2,50,4,0.0,transformer,2,25,200,0.008678490729081218
2,2,50,4,0.0,transformer,2,26,200,0.011188633943905728
2,2,50,4,0.0,transformer,2,27,200,0.009275241370324691
2,2,50,4,0.0,transformer,2,28,200,0.01127709389693294
2,2,50,4,0.0,transformer,2,29,200,0.006615976875524454
2,2,50,4,0.0,transformer,2,30,200,0.007193957874791782
2,2,50,4,0.0,transformer,2,31,200,0.008270698134845109
2,2,50,4,0.0,transformer,2,32,200,0.00982018606439779
2,2,50,4,0.0,transformer,2,33,200,0.008113259253057862
2,2,50,4,0.0,transformer,2,34,200,0.008437111487122393
2,2,50,4,0.0,transformer,2,35,200,0.010632733184011187
2,2,50,4,0.0,transformer,2,36,200,0.009647175489842546
2,2,50,4,0.0,transformer,2,37,200,0.010186252806334877
2,2,50,4,0.0,transformer,2,38,200,0.007465127132005772
2,2,50,4,0.0,transformer,2,39,200,0.007581861020304674
2,2,50,4,0.0,transformer,2,40,200,0.006545450803592561
2,2,50,4,0.0,transformer,2,41,200,0.008033242224374624
2,2,50,4,0.0,transformer,2,42,200,0.007839199168124688
2,2,50,4,0.0,transformer,2,43,200,0.00703619124679176
2,2,50,4,0.0,transformer,2,44,200,0.007183418632408813
2,2,50,4,0.0,transformer,2,45,200,0.008927250002320263
2,2,50,4,0.0,transformer,2,46,200,0.006068601308872471
2,2,50,4,0.0,transformer,2,47,200,0.008398288614583653
2,2,50,4,0.0,transformer,2,48,200,0.008893822924902248
2,2,50,4,0.0,transformer,2,49,200,0.008143042669886481
2,2,50,4,0.0,known_pool,2,0,200,1.6535283896457677e-15
2,2,50,4,0.0,known_pool,2,1,200,1.6442052325756431e-15
2,2,50,4,0.0,known_pool,2,2,200,2.4686703855558687e-15
2,2,50,4,0.0,known_pool,2,3,200,1.7162953292907959e-15
2,2,50,4,0.0,known_pool,2,4,200,2.0119278369687684e-15
2,2,50,4,0.0,known_pool,2,5,200,1.7821483485857723e-15
2,2,50,4,0.0,known_pool,2,6,200,1.9020761521365014e-15
2,2,50,4,0.0,known_pool,2,7,200,1.8675399811103036e-15
2,2,50,4,0.0,known_pool,2,8,200,1.6881088789243126e-15
2,2,50,4,0.0,known_pool,2,9,200,1.8152895281267678e-15
2,2,50,4,0.0,known_pool,2,10,200,1.482022806568412e-15
2,2,50,4,0.0,known_pool,2,11,200,1.6826013852588883e-15
2,2,50,4,0.0,known_pool,2,12,200,2.0248066798604336e-15
2,2,50,4,0.0,known_pool,2,13,200,1.8326144774054842e-15
2,2,50,4,0.0,known_pool,2,14,200,2.2474331918658727e-15
2,2,50,4,0.0,known_pool,2,15,200,1.9133229662181637e-15
2,2,50,4,0.0,known_pool,2,16,200,2.102193402411676e-15
2,2,50,4,0.0,known_pool,2,17,200,1.5642733292176437e-15
2,2,50,4,0.0,known_pool,2,18,200,2.0577578552329208e-15
2,2,50,4,0.0,known_pool,2,19,200,2.0286265477215183e-15
2,2,50,4,0.0,known_pool,2,20,200,1.9069278820300515e-15
2,2,50,4,0.0,known_pool,2,21,200,1.7602918391164102e-15
2,2,50,4,0.0,known_pool,2,22,200,2.4222083925487684e-15
2,2,50,4,0.0,known_pool,2,23,200,2.628414461530916e-15
2,2,50,4,0.0,known_pool,2,24,200,1.8958831335885533e-15
2,2,50,4,0.0,known_pool,2,25,200,2.0070749869401316e-15
2,2,50,4,0.0,known_pool,2,26,200,1.907562839648547e-15
2,2,50,4,0.0,known_pool,2,27,200,4.490517595757119e-14
2,2,50,4,0.0,known_pool,2,28,200,2.2345173273924467e-15
2,2,50,4,0.0,known_pool,2,29,200,1.652439598650972e-15
2,2,50,4,0.0,known_pool,2,30,200,2.037363117544659e-15
2,2,50,4,0.0,known_pool,2,31,200,2.0061185523413425e-15
2,2,50,4,0.0,known_pool,2,32,200,2.271254028896782e-15
2,2,50,4,0.0,known_pool,2,33,200,2.050524282625433e-15
2,2,50,4,0.0,known_pool,2,34,200,2.2383038869184898e-15
2,2,50,4,0.0,known_pool,2,35,200,2.2431545336977004e-15
2,2,50,4,0.0,known_pool,2,36,200,1.8248928621982274e-15
2,2,50,4,0.0,known_pool,2,37,200,1.3602689574115475e-11
2,2,50,4,0.0,known_pool,2,38,200,2.0678628467701016e-15
2,2,50,4,0.0,known_pool,2,39,200,2.1872245114037055e-15
2,2,50,4,0.0,known_pool,2,40,200,1.973663109891019e-15
2,2,50,4,0.0,known_pool,2,41,200,1.7947517440398544e-15
2,2,50,4,0.0,known_pool,2,42,200,1.8865105708198875e-15
2,2,50,4,0.0,known_pool,2,43,200,2.188762480106141e-15
2,2,50,4,0.0,known_pool,2,44,200,1.6101657639375675e-15
2,2,50,4,0.0,known_pool,2,45,200,1.7510901456109952e-15
2,2,50,4,0.0,known_pool,2,46,200,1.5887103208199863e-15
2,2,50,4,0.0,known_pool,2,47,200,1.915784746170534e-15
2,2,50,4,0.0,known_pool,2,48,200,4.846393191894676e-05
2,2,50,4,0.0,known_pool,2,49,200,1.8332133355985903e-15
2,2,50,4,0.0,ridge_history,2,0,0,
2,2,50,4,0.0,ridge_history,2,1,200,0.5674850597348259
2,2,50,4,0.0,ridge_history,2,2,200,0.4238165731392472
2,2,50,4,0.0,ridge_history,2,3,200,0.14016238203779502
2,2,50,4,0.0,ridge_history,2,4,200,0.07523447203642045
2,2,50,4,0.0,ridge_history,2,5,200,0.04828208110797701
2,2,50,4,0.0,ridge_history,2,6,200,0.040369706848629165
2,2,50,4,0.0,ridge_history,2,7,200,0.029096621447731962
2,2,50,4,0.0,ridge_history,2,8,200,0.01865990933736996
2,2,50,4,0.0,ridge_history,2,9,200,0.024164489386385747
2,2,50,4,0.0,ridge_history,2,10,200,0.02005275067053077
2,2,50,4,0.0,ridge_history,2,11,200,0.02257773122033127
2,2,50,4,0.0,ridge_history,2,12,200,0.018311171455215516
2,2,50,4,0.0,ridge_history,2,13,200,0.014290297164863195
2,2,50,4,0.0,ridge_history,2,14,200,0.018391339917386444
2,2,50,4,0.0,ridge_history,2,15,200,0.012673318673430188
2,2,50,4,0.0,ridge_history,2,16,200,0.016418302428576757
2,2,50,4,0.0,ridge_history,2,17,200,0.012300878142745681
2,2,50,4,0.0,ridge_history,2,18,200,0.011540566314336819
2,2,50,4,0.0,ridge_history,2,19,200,0.012220491493456777
2,2,50,4,0.0,ridge_history,2,20,200,0.014000980071991765
2,2,50,4,0.0,ridge_history,2,21,200,0.015592132483726396
