T,K,N,d,noise_std,method,pool_index,position,num_examples,mse
3,2,50,4,0.0,transformer,3,40,200,0.004730020010579417
3,2,50,4,0.0,transformer,3,41,200,0.00497060734450457
3,2,50,4,0.0,transformer,3,42,200,0.004490146019043883
3,2,50,4,0.0,transformer,3,43,200,0.0070151250154736
3,2,50,4,0.0,transformer,3,44,200,0.004222871929760701
3,2,50,4,0.0,transformer,3,45,200,0.004718651514760217
3,2,50,4,0.0,transformer,3,46,200,0.0034645268656468995
3,2,50,4,0.0,transformer,3,47,200,0.0045228837346637865
3,2,50,4,0.0,transformer,3,48,200,0.004779202867060684
3,2,50,4,0.0,transformer,3,49,200,0.007240523900219829
3,2,50,4,0.0,known_pool,3,0,200,1.894159793361712e-15
3,2,50,4,0.0,known_pool,3,1,200,2.1854762942612152e-15
3,2,50,4,0.0,known_pool,3,2,200,1.917278626297242e-15
3,2,50,4,0.0,known_pool,3,3,200,2.3176622111155872e-15
3,2,50,4,0.0,known_pool,3,4,200,2.155383103102985e-15
3,2,50,4,0.0,known_pool,3,5,200,1.968109852083754e-15
3,2,50,4,0.0,known_pool,3,6,200,1.8800705417921158e-15
3,2,50,4,0.0,known_pool,3,7,200,2.365829751779979e-15
3,2,50,4,0.0,known_pool,3,8,200,1.5743267934079307e-15
3,2,50,4,0.0,known_pool,3,9,200,2.9125283936928e-15
3,2,50,4,0.0,known_pool,3,10,200,2.052810935450639e-15
3,2,50,4,0.0,known_pool,3,11,200,2.402542474583499e-15
3,2,50,4,0.0,known_pool,3,12,200,2.3603293440006493e-15
3,2,50,4,0.0,known_pool,3,13,200,2.271682815508561e-15
3,2,50,4,0.0,known_pool,3,14,200,2.161384609575797e-15
3,2,50,4,0.0,known_pool,3,15,200,1.8775685094045486e-15
3,2,50,4,0.0,known_pool,3,16,200,2.0438274074954802e-15
3,2,50,4,0.0,known_pool,3,17,200,2.243074704090781e-15
3,2,50,4,0.0,known_pool,3,18,200,2.1197868244349277e-15
3,2,50,4,0.0,known_pool,3,19,200,1.8133989051975793e-15
3,2,50,4,0.0,known_pool,3,20,200,1.8591141907535953e-15
3,2,50,4,0.0,known_pool,3,21,200,1.7359730836210521e-15
3,2,50,4,0.0,known_pool,3,22,200,2.621693952501101e-15
3,2,50,4,0.0,known_pool,3,23,200,2.0541816393586398e-15
3,2,50,4,0.0,known_pool,3,24,200,2.224478032563939e-15
3,2,50,4,0.0,known_pool,3,25,200,1.8505110285700058e-15
3,2,50,4,0.0,known_pool,3,26,200,1.9352489593861067e-15
3,2,50,4,0.0,known_pool,3,27,200,1.7497897513679387e-15
3,2,50,4,0.0,known_pool,3,28,200,1.6677099198282932e-15
3,2,50,4,0.0,known_pool,3,29,200,2.479892711412793e-15
3,2,50,4,0.0,known_pool,3,30,200,1.7361866079596004e-15
3,2,50,4,0.0,known_pool,3,31,200,2.2231031388243235e-15
3,2,50,4,0.0,known_pool,3,32,200,1.5319808803534355e-15
3,2,50,4,0.0,known_pool,3,33,200,2.3500413746556985e-15
3,2,50,4,0.0,known_pool,3,34,200,1.7112752984665048e-15
3,2,50,4,0.0,known_pool,3,35,200,2.310117009787628e-15
3,2,50,4,0.0,known_pool,3,36,200,2.2064630367892693e-15
3,2,50,4,0.0,known_pool,3,37,200,2.55252111667565e-15
3,2,50,4,0.0,known_pool,3,38,200,2.2731884974156456e-15
3,2,50,4,0.0,known_pool,3,39,200,2.1559636747542372e-15
3,2,50,4,0.0,known_pool,3,40,200,1.8009216215513938e-15
3,2,50,4,0.0,known_pool,3,41,200,2.522259022307877e-15
3,2,50,4,0.0,known_pool,3,42,200,1.7546648878874793e-15
3,2,50,4,0.0,known_pool,3,43,200,1.873591248815663e-15
3,2,50,4,0.0,known_pool,3,44,200,2.093476104550054e-15
3,2,50,4,0.0,known_pool,3,45,200,1.8056456146386438e-15
3,2,50,4,0.0,known_pool,3,46,200,1.8216562084884135e-15
3,2,50,4,0.0,known_pool,3,47,200,2.0905316686082425e-15
3,2,50,4,0.0,known_pool,3,48,200,2.082788438794595e-15
3,2,50,4,0.0,known_pool,3,49,200,2.220413313228942e-15
3,2,50,4,0.0,ridge_history,3,0,0,
3,2,50,4,0.0,ridge_history,3,1,200,0.6492484981105217
3,2,50,4,0.0,ridge_history,3,2,200,0.3720097670307001
3,2,50,4,0.0,ridge_history,3,3,200,0.2880620198463221
3,2,50,4,0.0,ridge_history,3,4,200,0.271511821425624
3,2,50,4,0.0,ridge_history,3,5,200,0.18869155651808028
3,2,50,4,0.0,ridge_history,3,6,200,0.17683102818333446
3,2,50,4,0.0,ridge_history,3,7,200,0.2248022750321941
3,2,50,4,0.0,ridge_history,3,8,200,0.21110976014075006
3,2,50,4,0.0,ridge_history,3,9,200,0.28103451922763084
3,2,50,4,0.0,ridge_history,3,10,200,0.24063314990634183
3,2,50,4,0.0,ridge_history,3,11,200,0.19324434112797945
3,2,50,4,0.0,ridge_history,3,12,200,0.1990949115734596
3,2,50,4,0.0,ridge_history,3,13,200,0.20072544637509965
3,2,50,4,0.0,ridge_history,3,14,200,0.24108536558847762
3,2,50,4,0.0,ridge_history,3,15,200,0.15208358535962174
3,2,50,4,0.0,ridge_history,3,16,200,0.17960053081361266
3,2,50,4,0.0,ridge_history,3,17,200,0.1803207785838637
3,2,50,4,0.0,ridge_history,3,18,200,0.193961675747465
3,2,50,4,0.0,ridge_history,3,19,200,0.15710421513406345
3,2,50,4,0.0,ridge_history,3,20,200,0.185259569166575
3,2,50,4,0.0,ridge_history,3,21,200,0.19540486919544184
3,2,50,4,0.0,ridge_history,3,22,200,0.15959303695127197
3,2,50,4,0.0,ridge_history,3,23,200,0.24121055963584961
3,2,50,4,0.0,ridge_history,3,24,200,0.19667828952276933
3,2,50,4,0.0,ridge_history,3,25,200,0.17950282534065798
3,2,50,4,0.0,ridge_history,3,26,200,0.17845116573194442
3,2,50,4,0.0,ridge_history,3,27,200,0.1682251486439862
3,2,50,4,0.0,ridge_history,3,28,200,0.1389820636755491
3,2,50,4,0.0,ridge_history,3,29,200,0.19578078055272907
3,2,50,4,0.0,ridge_history,3,30,200,0.200091562150075
3,2,50,4,0.0,ridge_history,3,31,200,0.15630957595548112
3,2,50,4,0.0,ridge_history,3,32,200,0.16110147437335304
3,2,50,4,0.0,ridge_history,3,33,200,0.1684071718382817
3,2,50,4,0.0,ridge_history,3,34,200,0.1502214327435679
3,2,50,4,0.0,ridge_history,3,35,200,0.18630532157519725
3,2,50,4,0.0,ridge_history,3,36,200,0.17213753685210456
3,2,50,4,0.0,ridge_history,3,37,200,0.14067692922677913
3,2,50,4,0.0,ridge_history,3,38,200,0.15688502011714736
3,2,50,4,0.0,ridge_history,3,39,200,0.15998652181707113
3,2,50,4,0.0,ridge_history,3,40,200,0.17425295060720028
3,2,50,4,0.0,ridge_history,3,41,200,0.17266843398202725
3,2,50,4,0.0,ridge_history,3,42,200,0.1989734458397586
3,2,50,4,0.0,ridge_history,3,43,200,0.1727758665038296
3,2,50,4,0.0,ridge_history,3,44,200,0.1505435229529069
3,2,50,4,0.0,ridge_history,3,45,200,0.1954490029695689
3,2,50,4,0.0,ridge_history,3,46,200,0.16175454940458509
3,2,50,4,0.0,ridge_history,3,47,200,0.202146930525215
3,2,50,4,0.0,ridge_history,3,48,200,0.15078035951164678
3,2,50,4,0.0,ridge_history,3,49,200,0.18243822549316938
3,2,50,4,0.0,transformer,4,0,200,0.31445926838952887
3,2,50,4,0.0,transformer,4,1,200,0.2189086254387027
3,2,50,4,0.0,transformer,4,2,200,0.17417355258298295
3,2,50,4,0.0,transformer,4,3,200,0.09204685189616861
3,2,50,4,0.0,transformer,4,4,200,0.09455036819845787
3,2,50,4,0.0,transformer,4,5,200,0.05575165186346662
3,2,50,4,0.0,transformer,4,6,200,0.05683189350013573
3,2,50,4,0.0,transformer,4,7,200,0.02839449607774248
3,2,50,4,0.0,transformer,4,8,200,0.010022786616487256
3,2,50,4,0.0,transformer,4,9,200,0.014167921082392261
3,2,50,4,0.0,transformer,4,10,200,0.02078174066276698
3,2,50,4,0.0,transformer,4,11,200,0.016650148468666456
3,2,50,4,0.0,transformer,4,12,200,0.008263919808901064
3,2,50,4,0.0,transformer,4,13,200,0.006670044310850836
3,2,50,4,0.0,transformer,4,14,200,0.00684328077042657
3,2,50,4,0.0,transformer,4,15,200,0.006868290940357009
3,2,50,4,0.0,transformer,4,16,200,0.008543877698640392
3,2,50,4,0.0,transformer,4,17,200,0.005811930514534327
3,2,50,4,0.0,transformer,4,18,200,0.004721517062140975
3,2,50,4,0.0,transformer,4,19,200,0.008623802876248856
3,2,50,4,0.0,transformer,4,20,200,0.006660071806640094
3,2,50,4,0.0,transformer,4,21,200,0.003024251278457077
3,2,50,4,0.0,transformer,4,22,200,0.004492192778429427
3,2,50,4,0.0,transformer,4,23,200,0.004803675199712577
3,2,50,4,0.0,transformer,4,24,200,0.0030736467052153034
3,2,50,4,0.0,transformer,4,25,200,0.0042130980834563445
3,2,50,4,0.0,transformer,4,26,200,0.0034808819711438276
3,2,50,4,0.0,transformer,4,27,200,0.003330635607167063
3,2,50,4,0.0,transformer,4,28,200,0.0030491151658395966
3,2,50,4,0.0,transformer,4,29,200,0.002458731275173194
3,2,50,4,0.0,transformer,4,30,200,0.002663685700455193
3,2,50,4,0.0,transformer,4,31,200,0.003653777967750738
3,2,50,4,0.0,transformer,4,32,200,0.0030021455616878225
3,2,50,4,0.0,transformer,4,33,200,0.013482409212414868
3,2,50,4,0.0,transformer,4,34,200,0.012940797975287568
3,2,50,4,0.0,transformer,4,35,200,0.0032323780511310596
3,2,50,4,0.0,transformer,4,36,200,0.002307447993385113
3,2,50,4,0.0,transformer,4,37,200,0.0031127579578004417
3,2,50,4,0.0,transformer,4,38,200,0.003215052799741323
3,2,50,4,0.0,transformer,4,39,200,0.002305733897615589
3,2,50,4,0.0,transformer,4,40,200,0.0033678977862528726
3,2,50,4,0.0,transformer,4,41,200,0.0026094375833440858
3,2,50,4,0.0,transformer,4,42,200,0.002281439347551725
3,2,50,4,0.0,transformer,4,43,200,0.002153737799810412
3,2,50,4,0.0,transformer,4,44,200,0.0023483837358470234
3,2,50,4,0.0,transformer,4,45,200,0.002289583528822564
3,2,50,4,0.0,transformer,4,46,200,0.0018032659242897156
3,2,50,4,0.0,transformer,4,47,200,0.002257320339758906
3,2,50,4,0.0,transformer,4,48,200,0.003289808179776308
3,2,50,4,0.0,transformer,4,49,200,0.0025888289434327573
3,2,50,4,0.0,known_pool,4,0,200,2.7790197869576195e-15
3,2,50,4,0.0,known_pool,4,1,200,2.4548754548747504e-15
3,2,50,4,0.0,known_pool,4,2,200,2.0951400501823988e-15
3,2,50,4,0.0,known_pool,4,3,200,2.159491543684201e-15
3,2,50,4,0.0,known_pool,4,4,200,1.6890694153257822e-15
3,2,50,4,0.0,known_pool,4,5,200,2.1761051427542553e-15
3,2,50,4,0.0,known_pool,4,6,200,1.8512436612942894e-15
3,2,50,4,0.0,known_pool,4,7,200,2.5955277065005434e-15
3,2,50,4,0.0,known_pool,4,8,200,2.8380855860074846e-15
3,2,50,4,0.0,known_pool,4,9,200,1.956198604483633e-15
3,2,50,4,0.0,known_pool,4,10,200,2.173319428961646e-15
3,2,50,4,0.0,known_pool,4,11,200,2.2704978986319733e-15
3,2,50,4,0.0,known_pool,4,12,200,2.694065227925199e-15
3,2,50,4,0.0,known_pool,4,13,200,2.437572992186047e-15
3,2,50,4,0.0,known_pool,4,14,200,1.912399028066692e-15
3,2,50,4,0.0,known_pool,4,15,200,1.9909779557520876e-15
3,2,50,4,0.0,known_pool,4,16,200,1.7133388485723692e-15
3,2,50,4,0.0,known_pool,4,17,200,3.0077038982277625e-15
3,2,50,4,0.0,known_pool,4,18,200,1.458802517452236e-15
3,2,50,4,0.0,known_pool,4,19,200,2.3383989780472767e-15
3,2,50,4,0.0,known_pool,4,20,200,2.2403007047984583e-15
3,2,50,4,0.0,known_pool,4,21,200,2.570108225586698e-15
3,2,50,4,0.0,known_pool,4,22,200,1.9612370641271676e-15
3,2,50,4,0.0,known_pool,4,23,200,2.399782758923143e-15
3,2,50,4,0.0,known_pool,4,24,200,1.8694102452096785e-15
3,2,50,4,0.0,known_pool,4,25,200,2.1177251444990807e-15
3,2,50,4,0.0,known_pool,4,26,200,2.111631605980397e-15
3,2,50,4,0.0,known_pool,4,27,200,2.7127133434495247e-15
3,2,50,4,0.0,known_pool,4,28,200,2.934869404326433e-15
3,2,50,4,0.0,known_pool,4,29,200,2.2872258207253693e-15
3,2,50,4,0.0,known_pool,4,30,200,2.6601464124439434e-15
3,2,50,4,0.0,known_pool,4,31,200,2.047366487231802e-15
3,2,50,4,0.0,known_pool,4,32,200,2.501056299645662e-15
3,2,50,4,0.0,known_pool,4,33,200,2.0853505543685115e-15
3,2,50,4,0.0,known_pool,4,34,200,1.960061673562571e-15
3,2,50,4,0.0,known_pool,4,35,200,1.9878342905964844e-15
3,2,50,4,0.0,known_pool,4,36,200,3.443270411767746e-15
3,2,50,4,0.0,known_pool,4,37,200,2.6369949323326335e-15
3,2,50,4,0.0,known_pool,4,38,200,2.172235727433655e-15
3,2,50,4,0.0,known_pool,4,39,200,2.7550812984553744e-15
3,2,50,4,0.0,known_pool,4,40,200,2.702915521810252e-15
3,2,50,4,0.0,known_pool,4,41,200,1.9451654511460777e-15
3,2,50,4,0.0,known_pool,4,42,200,2.4260137481739293e-15
3,2,50,4,0.0,known_pool,4,43,200,3.2570919182013832e-15
3,2,50,4,0.0,known_pool,4,44,200,2.414347019562375e-15
3,2,50,4,0.0,known_pool,4,45,200,2.3445966766081538e-15
3,2,50,4,0.0,known_pool,4,46,200,2.836666390023318e-15
3,2,50,4,0.0,known_pool,4,47,200,2.2292163013446803e-15
3,2,50,4,0.0,known_pool,4,48,200,1.8628645676257283e-15
3,2,50,4,0.0,known_pool,4,49,200,2.099943759194016e-15
3,2,50,4,0.0,ridge_history,4,0,0,
3,2,50,4,0.0,ridge_history,4,1,200,1.1399721545379595
3,2,50,4,0.0,ridge_history,4,2,200,1.4910830400698831
3,2,50,4,0.0,ridge_history,4,3,200,1.180768547653873
3,2,50,4,0.0,ridge_history,4,4,200,1.3338338098965465
3,2,50,4,0.0,ridge_history,4,5,200,1.1440120841420467
3,2,50,4,0.0,ridge_history,4,6,200,1.0703752379322067
3,2,50,4,0.0,ridge_history,4,7,200,1.106881268259613
3,2,50,4,0.0,ridge_history,4,8,200,1.0546229672094842
3,2,50,4,0.0,ridge_history,4,9,200,0.9884979099547598
3,2,50,4,0.0,ridge_history,4,10,200,0.8969496958398804
3,2,50,4,0.0,ridge_history,4,11,200,1.1875988520829488
3,2,50,4,0.0,ridge_history,4,12,200,1.0432834958730963
3,2,50,4,0.0,ridge_history,4,13,200,0.8016693055569657
3,2,50,4,0.0,ridge_history,4,14,200,1.020799893185956
3,2,50,4,0.0,ridge_history,4,15,200,1.0438708263960566
3,2,50,4,0.0,ridge_history,4,16,200,0.7031737551777516
3,2,50,4,0.0,ridge_history,4,17,200,0.9598270413064651
3,2,50,4,0.0,ridge_history,4,18,200,0.9257472802373133
3,2,50,4,0.0,ridge_history,4,19,200,0.7235415398936773
3,2,50,4,0.0,ridge_history,4,20,200,0.9059372262737009
3,2,50,4,0.0,ridge_history,4,21,200,1.0249116072825897
3,2,50,4,0.0,ridge_history,4,22,200,0.8811541014344471
3,2,50,4,0.0,ridge_history,4,23,200,0.8740014164087906
3,2,50,4,0.0,ridge_history,4,24,200,0.8660894544170885
3,2,50,4,0.0,ridge_history,4,25,200,0.6626194339812983
3,2,50,4,0.0,ridge_history,4,26,200,0.8463871830717647
3,2,50,4,0.0,ridge_history,4,27,200,1.046354997804635
3,2,50,4,0.0,ridge_history,4,28,200,0.8419648440725118
3,2,50,4,0.0,ridge_history,4,29,200,0.9001803722275851
3,2,50,4,0.0,ridge_history,4,30,200,0.8778994530261361
3,2,50,4,0.0,ridge_history,4,31,200,0.801404735559933
3,2,50,4,0.0,ridge_history,4,32,200,1.0684018471222032
3,2,50,4,0.0,ridge_history,4,33,200,0.9195728657658776
3,2,50,4,0.0,ridge_history,4,34,200,0.7620573504262325
3,2,50,4,0.0,ridge_history,4,35,200,0.8440982290454232
3,2,50,4,0.0,ridge_history,4,36,200,0.9796704694692828
3,2,50,4,0.0,ridge_history,4,37,200,0.9425259553950803
3,2,50,4,0.0,ridge_history,4,38,200,0.8245371588204357
3,2,50,4,0.0,ridge_history,4,39,200,0.9359715041349825
3,2,50,4,0.0,ridge_history,4,40,200,1.1144073512030679
3,2,50,4,0.0,ridge_history,4,41,200,0.8677598901891261
3,2,50,4,0.0,ridge_history,4,42,200,1.0451758110881366
3,2,50,4,0.0,ridge_history,4,43,200,0.8619937431476444
3,2,50,4,0.0,ridge_history,4,44,200,0.8967951058194545
3,2,50,4,0.0,ridge_history,4,45,200,0.8883564904453948
3,2,50,4,0.0,ridge_history,4,46,200,0.9847545300675368
3,2,50,4,0.0,ridge_history,4,47,200,0.7315777886491389
3,2,50,4,0.0,ridge_history,4,48,200,0.6340548425276901
3,2,50,4,0.0,ridge_history,4,49,200,0.7336417795344482
3,2,50,4,0.0,transformer,5,0,200,0.28823864077559824
3,2,50,4,0.0,transformer,5,1,200,0.11924277633041745
3,2,50,4,0.0,transformer,5,2,200,0.0867956574421599
3,2,50,4,0.0,transformer,5,3,200,0.09634369148142281
3,2,50,4,0.0,transformer,5,4,200,0.07505007906541103
3,2,50,4,0.0,transformer,5,5,200,0.029295235043202857
3,2,50,4,0.0,transformer,5,6,200,0.04366250617000941
3,2,50,4,0.0,transformer,5,7,200,0.01881085071532882
3,2,50,4,0.0,transformer,5,8,200,0.031043684766793575
3,2,50,4,0.0,transformer,5,9,200,0.017582643630667725
3,2,50,4,0.0,transformer,5,10,200,0.017767607739274067
3,2,50,4,0.0,transformer,5,11,200,0.010303505477771466
3,2,50,4,0.0,transformer,5,12,200,0.01312633816617745
3,2,50,4,0.0,transformer,5,13,200,0.011628214040712414
3,2,50,4,0.0,transformer,5,14,200,0.02197471554182693
3,2,50,4,0.0,transformer,5,15,200,0.010793511294587981
3,2,50,4,0.0,transformer,5,16,200,0.02052995803224159
3,2,50,4,0.0,transformer,5,17,200,0.016710672709983755
3,2,50,4,0.0,transformer,5,18,200,0.006667737482445492
3,2,50,4,0.0,transformer,5,19,200,0.008471300070757486
3,2,50,4,0.0,transformer,5,20,200,0.01190628529337248
3,2,50,4,0.0,transformer,5,21,200,0.00923400631075568
3,2,50,4,0.0,transformer,5,22,200,0.005726002142521934
3,2,50,4,0.0,transformer,5,23,200,0.006531702424210307
3,2,50,4,0.0,transformer,5,24,200,0.007279366005992044
3,2,50,4,0.0,transformer,5,25,200,0.00916108730005727
3,2,50,4,0.0,transformer,5,26,200,0.007394753240993046
3,2,50,4,0.0,transformer,5,27,200,0.010063538811039344
3,2,50,4,0.0,transformer,5,28,200,0.00699352178420844
3,2,50,4,0.0,transformer,5,29,200,0.004269255118992664
3,2,50,4,0.0,transformer,5,30,200,0.005891658880261337
3,2,50,4,0.0,transformer,5,31,200,0.005796178734773042
3,2,50,4,0.0,transformer,5,32,200,0.004477277678452954
3,2,50,4,0.0,transformer,5,33,200,0.006853423787677064
3,2,50,4,0.0,transformer,5,34,200,0.004868287250464189
3,2,50,4,0.0,transformer,5,35,200,0.005447597077875534
3,2,50,4,0.0,transformer,5,36,200,0.0034779468722744926
3,2,50,4,0.0,transformer,5,37,200,0.009108926431921429
3,2,50,4,0.0,transformer,5,38,200,0.006494743190845491
3,2,50,4,0.0,transformer,5,39,200,0.004264376616332314
3,2,50,4,0.0,transformer,5,40,200,0.0036772957822290542
3,2,50,4,0.0,transformer,5,41,200,0.006561399526713595
3,2,50,4,0.0,transformer,5,42,200,0.010986325248223926
3,2,50,4,0.0,transformer,5,43,200,0.004624258248410643
3,2,50,4,0.0,transformer,5,44,200,0.006034605600357817
3,2,50,4,0.0,transformer,5,45,200,0.004942184639339178
3,2,50,4,0.0,transformer,5,46,200,0.004606554489306576
3,2,50,4,0.0,transformer,5,47,200,0.003835642641383569
3,2,50,4,0.0,transformer,5,48,200,0.003688470405351747
3,2,50,4,0.0,transformer,5,49,200,0.004917652602972961
3,2,50,4,0.0,known_pool,5,0,200,2.7875192521121322e-15
3,2,50,4,0.0,known_pool,5,1,200,2.5382452248561223e-15
3,2,50,4,0.0,known_pool,5,2,200,2.5648000134205366e-15
3,2,50,4,0.0,known_pool,5,3,200,2.704013606899311e-15
3,2,50,4,0.0,known_pool,5,4,200,2.397797544583134e-15
3,2,50,4,0.0,known_pool,5,5,200,2.473125089888168e-15
3,2,50,4,0.0,known_pool,5,6,200,2.398864807860078e-15
3,2,50,4,0.0,known_pool,5,7,200,1.9460558735883136e-15
3,2,50,4,0.0,known_pool,5,8,200,2.3674757449740046e-15
3,2,50,4,0.0,known_pool,5,9,200,3.3188312622122856e-15
3,2,50,4,0.0,known_pool,5,10,200,2.4079284196268873e-15
3,2,50,4,0.0,known_pool,5,11,200,2.3871566479523973e-15
3,2,50,4,0.0,known_pool,5,12,200,2.5757520117258507e-15
3,2,50,4,0.0,known_pool,5,13,200,2.8951728514937676e-15
3,2,50,4,0.0,known_pool,5,14,200,2.2338228873586148e-15
3,2,50,4,0.0,known_pool,5,15,200,3.06286811113476e-15
3,2,50,4,0.0,known_pool,5,16,200,2.7987156576145353e-15
3,2,50,4,0.0,known_pool,5,17,200,2.9500121784666323e-15
3,2,50,4,0.0,known_pool,5,18,200,2.956945351455133e-15
3,2,50,4,0.0,known_pool,5,19,200,1.9187586326749945e-15
3,2,50,4,0.0,known_pool,5,20,200,2.161143738681016e-15
3,2,50,4,0.0,known_pool,5,21,200,2.4409425818731764e-15
3,2,50,4,0.0,known_pool,5,22,200,3.2706208457936995e-15
3,2,50,4,0.0,known_pool,5,23,200,2.925272604598386e-15
3,2,50,4,0.0,known_pool,5,24,200,2.015167708623829e-15
3,2,50,4,0.0,known_pool,5,25,200,2.4745543586620824e-15
3,2,50,4,0.0,known_pool,5,26,200,2.321762072421238e-15
3,2,50,4,0.0,known_pool,5,27,200,2.3258839731712847e-15
3,2,50,4,0.0,known_pool,5,28,200,2.633528004568084e-15
3,2,50,4,0.0,known_pool,5,29,200,2.7904987259502683e-15
3,2,50,4,0.0,known_pool,5,30,200,2.3200011355982848e-15
3,2,50,4,0.0,known_pool,5,31,200,2.310397193466501e-15
3,2,50,4,0.0,known_pool,5,32,200,2.5792627247507755e-15
3,2,50,4,0.0,known_pool,5,33,200,2.7006421861815527e-15
3,2,50,4,0.0,known_pool,5,34,200,2.8052359637025287e-15
3,2,50,4,0.0,known_pool,5,35,200,2.3566496700480134e-15
3,2,50,4,0.0,known_pool,5,36,200,2.4013653333978865e-15
3,2,50,4,0.0,known_pool,5,37,200,2.335553051589319e-15
3,2,50,4,0.0,known_pool,5,38,200,3.0682387418797622e-15
3,2,50,4,0.0,known_pool,5,39,200,2.5990784564169325e-15
3,2,50,4,0.0,known_pool,5,40,200,1.7365722841608547e-15
3,2,50,4,0.0,known_pool,5,41,200,2.538554554448457e-15
3,2,50,4,0.0,known_pool,5,42,200,2.6532533976682897e-15
3,2,50,4,0.0,known_pool,5,43,200,2.5569825774115505e-15
3,2,50,4,0.0,known_pool,5,44,200,3.3493066116523865e-15
3,2,50,4,0.0,known_pool,5,45,200,2.6160983909360075e-15
3,2,50,4,0.0,known_pool,5,46,200,3.843662740787822e-15
3,2,50,4,0.0,known_pool,5,47,200,3.3599996994322606e-15
3,2,50,4,0.0,known_pool,5,48,200,2.9162907003931953e-15
3,2,50,4,0.0,known_pool,5,49,200,2.5498659035492995e-15
3,2,50,4,0.0,ridge_history,5,0,0,
3,2,50,4,0.0,ridge_history,5,1,200,0.4973767378880299
3,2,50,4,0.0,ridge_history,5,2,200,0.3872570330687891
3,2,50,4,0.0,ridge_history,5,3,200,0.2491731475834411
3,2,50,4,0.0,ridge_history,5,4,200,0.2619666441276283
3,2,50,4,0.0,ridge_history,5,5,200,0.28480321549042376
3,2,50,4,0.0,ridge_history,5,6,200,0.2514934751652913
3,2,50,4,0.0,ridge_history,5,7,200,0.25573479495067025
3,2,50,4,0.0,ridge_history,5,8,200,0.25719036976791826
3,2,50,4,0.0,ridge_history,5,9,200,0.18888360132908105
3,2,50,4,0.0,ridge_history,5,10,200,0.20175546338497063
3,2,50,4,0.0,ridge_history,5,11,200,0.20081745447304122
3,2,50,4,0.0,ridge_history,5,12,200,0.22443004869308564
3,2,50,4,0.0,ridge_history,5,13,200,0.1609880582205978
3,2,50,4,0.0,ridge_history,5,14,200,0.1886614694595113
3,2,50,4,0.0,ridge_history,5,15,200,0.21863597139459476
3,2,50,4,0.0,ridge_history,5,16,200,0.20090083707987882
3,2,50,4,0.0,ridge_history,5,17,200,0.2088593119454368
3,2,50,4,0.0,ridge_history,5,18,200,0.16835817011204043
3,2,50,4,0.0,ridge_history,5,19,200,0.1652354000139509
3,2,50,4,0.0,ridge_history,5,20,200,0.20019577662085816
3,2,50,4,0.0,ridge_history,5,21,200,0.1949454246578999
3,2,50,4,0.0,ridge_history,5,22,200,0.19981821062639876
3,2,50,4,0.0,ridge_history,5,23,200,0.21729341057201693
3,2,50,4,0.0,ridge_history,5,24,200,0.18833112538030464
3,2,50,4,0.0,ridge_history,5,25,200,0.16314472002470723
3,2,50,4,0.0,ridge_history,5,26,200,0.16052423390000914
3,2,50,4,0.0,ridge_history,5,27,200,0.19403137763135148
3,2,50,4,0.0,ridge_history,5,28,200,0.1799284895946545
3,2,50,4,0.0,ridge_history,5,29,200,0.19421244024835868
3,2,50,4,0.0,ridge_history,5,30,200,0.18106746341228153
3,2,50,4,0.0,ridge_history,5,31,200,0.15626901756012804
3,2,50,4,0.0,ridge_history,5,32,200,0.18837428495909678
3,2,50,4,0.0,ridge_history,5,33,200,0.1978417729374523
3,2,50,4,0.0,ridge_history,5,34,200,0.16826997840098964
3,2,50,4,0.0,ridge_history,5,35,200,0.14929111363402836
3,2,50,4,0.0,ridge_history,5,36,200,0.1645288392146584
3,2,50,4,0.0,ridge_history,5,37,200,0.16533576255399024
3,2,50,4,0.0,ridge_history,5,38,200,0.1779528915056119
3,2,50,4,0.0,ridge_history,5,39,200,0.18590142088563483
3,2,50,4,0.0,ridge_history,5,40,200,0.14323397139797353
3,2,50,4,0.0,ridge_history,5,41,200,0.18308706742011036
3,2,50,4,0.0,ridge_history,5,42,200,0.19815957292307965
3,2,50,4,0.0,ridge_history,5,43,200,0.17721107813868778
3,2,50,4,0.0,ridge_history,5,44,200,0.1891920724249879
3,2,50,4,0.0,ridge_history,5,45,200,0.1384483894038983
3,2,50,4,0.0,ridge_history,5,46,200,0.15617905730122975
3,2,50,4,0.0,ridge_history,5,47,200,0.18368448413957836
3,2,50,4,0.0,ridge_history,5,48,200,0.17100349502650236
3,2,50,4,0.0,ridge_history,5,49,200,0.20205943979022886
3,2,50,4,0.0,transformer,6,0,200,0.24360201183551808
3,2,50,4,0.0,transformer,6,1,200,0.11621619113196942
3,2,50,4,0.0,transformer,6,2,200,0.1327300918816985
3,2,50,4,0.0,transformer,6,3,200,0.07191607296402593
3,2,50,4,0.0,transformer,6,4,200,0.04161559413227971
3,2,50,4,0.0,transformer,6,5,200,0.03746199157808178
3,2,50,4,0.0,transformer,6,6,200,0.036528101416304914
3,2,50,4,0.0,transformer,6,7,200,0.0223049112435907
3,2,50,4,0.0,transformer,6,8,200,0.018402167251758063
3,2,50,4,0.0,transformer,6,9,200,0.025949526677760907
3,2,50,4,0.0,transformer,6,10,200,0.015595766026619948
3,2,50,4,0.0,transformer,6,11,200,0.010362598901271431
3,2,50,4,0.0,transformer,6,12,200,0.009848516478177718
3,2,50,4,0.0,transformer,6,13,200,0.010373985665317824
