T,K,N,d,noise_std,method,position,mean_mse,stderr,ci95_low,ci95_high,num_pools
2,2,50,4,0.0,known_pool,2,2.4561403214513475e-15,1.2590089681485828e-16,2.1713327059188983e-15,2.7409479369837967e-15,10
2,2,50,4,0.0,known_pool,3,2.0076782259712604e-15,5.605462312226824e-17,1.8808738587672674e-15,2.1344825931752534e-15,10
2,2,50,4,0.0,known_pool,4,2.3062012094939983e-15,1.221105331317904e-16,2.0299679923168112e-15,2.5824344266711853e-15,10
2,2,50,4,0.0,known_pool,5,2.1808213815142405e-15,1.4317895177114013e-16,1.8569280902032172e-15,2.504714672825264e-15,10
2,2,50,4,0.0,known_pool,6,2.220299855280503e-15,1.954459990432195e-16,1.778170288604633e-15,2.662429421956373e-15,10
2,2,50,4,0.0,known_pool,7,2.2683658093620227e-15,1.0085217029710129e-16,2.0402223499406905e-15,2.496509268783355e-15,10
2,2,50,4,0.0,known_pool,8,2.1997100858486384e-15,1.0772404202654876e-16,1.956021372572706e-15,2.4433987991245707e-15,10
2,2,50,4,0.0,known_pool,9,2.2003330599476514e-15,9.922791549265229e-17,1.975863920166413e-15,2.4248021997288897e-15,10
2,2,50,4,0.0,known_pool,10,1.970331361498423e-15,8.988643379478803e-17,1.7669941214511568e-15,2.1736686015456897e-15,10
2,2,50,4,0.0,known_pool,11,2.105217571710148e-15,1.0470399171126761e-16,1.86836068688694e-15,2.3420744565333557e-15,10
2,2,50,4,0.0,known_pool,12,2.2353564949846767e-15,1.2054907785695313e-16,1.9626555350418517e-15,2.5080574549275017e-15,10
2,2,50,4,0.0,known_pool,13,2.588620276881478e-15,1.86557818604685e-16,2.1665971712488815e-15,3.0106433825140746e-15,10
2,2,50,4,0.0,known_pool,14,2.1841129503661026e-15,1.1713356822011204e-16,1.919138410012864e-15,2.449087490719341e-15,10
2,2,50,4,0.0,known_pool,15,2.3437257196660246e-15,9.419174463617819e-17,2.130649189860835e-15,2.5568022494712143e-15,10
2,2,50,4,0.0,known_pool,16,2.427921543476783e-15,9.50396657181792e-17,2.2129268829224567e-15,2.642916204031109e-15,10
2,2,50,4,0.0,known_pool,17,2.1840213419338145e-15,1.5566131749982688e-16,1.8318909775809755e-15,2.5361517062866535e-15,10
2,2,50,4,0.0,known_pool,18,2.381578066654544e-15,1.4434156678965842e-16,2.0550547574518026e-15,2.7081013758572856e-15,10
2,2,50,4,0.0,known_pool,19,2.304897546962527e-15,1.1604536670544732e-16,2.042384689460255e-15,2.5674104044647993e-15,10
2,2,50,4,0.0,known_pool,20,2.1941854464958845e-15,9.358980704897444e-17,1.982470594115145e-15,2.405900298876624e-15,10
2,2,50,4,0.0,known_pool,21,2.303901940192666e-15,1.0418124154556149e-16,2.0682275984011644e-15,2.539576281984168e-15,10
2,2,50,4,0.0,known_pool,22,2.1351827202217997e-15,1.3741061136961095e-16,1.8243383214675537e-15,2.4460271189760457e-15,10
2,2,50,4,0.0,known_pool,23,2.4998797382895645e-15,1.0622805266718178e-16,2.2595751880583944e-15,2.7401842885207346e-15,10
2,2,50,4,0.0,known_pool,24,2.172112619966812e-15,1.1015179358405444e-16,1.922931951115574e-15,2.42129328881805e-15,10
2,2,50,4,0.0,known_pool,25,2.253415198714631e-15,8.939290175912892e-17,2.0511944056969015e-15,2.4556359917323608e-15,10
2,2,50,4,0.0,known_pool,26,2.50202377634257e-15,2.0545337812990282e-16,2.037255945384922e-15,2.9667916073002178e-15,10
2,2,50,4,0.0,known_pool,27,6.5599901131249395e-15,4.261852178679362e-15,0.0,1.6200969545911593e-14,10
2,2,50,4,0.0,known_pool,28,2.387864951363595e-15,1.0366416736507967e-16,2.153360312633168e-15,2.622369590094022e-15,10
2,2,50,4,0.0,known_pool,29,2.2663340258394158e-15,1.6489763848465119e-16,1.8933096518128533e-15,2.6393583998659783e-15,10
2,2,50,4,0.0,known_pool,30,2.17567094992122e-15,9.609451712663603e-17,1.9582900496975654e-15,2.3930518501448745e-15,10
2,2,50,4,0.0,known_pool,31,2.2281036740418647e-15,1.257882783084573e-16,1.943550819270334e-15,2.5126565288133954e-15,10
2,2,50,4,0.0,known_pool,32,2.1465102099895726e-15,9.091777157670581e-17,1.9408399217916765e-15,2.352180498187469e-15,10
2,2,50,4,0.0,known_pool,33,2.510795135669952e-15,1.6014829085086188e-16,2.1485145324117847e-15,2.8730757389281196e-15,10
2,2,50,4,0.0,known_pool,34,2.2607879120046444e-15,1.849023872005185e-16,1.8425096523805046e-15,2.6790661716287842e-15,10
2,2,50,4,0.0,known_pool,35,2.2049790948794947e-15,1.2031685568496193e-16,1.9328034579864e-15,2.4771547317725894e-15,10
2,2,50,4,0.0,known_pool,36,2.2781381364002876e-15,1.6285713807569777e-16,1.9097296949895314e-15,2.6465465778110437e-15,10
2,2,50,4,0.0,known_pool,37,1.3624355379833952e-12,1.3600282335736263e-12,0.0,4.439033148169764e-12,10
2,2,50,4,0.0,known_pool,38,2.582780883603921e-15,1.7862529710987997e-16,2.1787023882898482e-15,2.9868593789179935e-15,10
2,2,50,4,0.0,known_pool,39,2.371955017488506e-15,1.0811296546488307e-16,2.127386498270766e-15,2.616523536706246e-15,10
2,2,50,4,0.0,known_pool,40,2.2085967041458307e-15,9.778466295045762e-17,1.987392428440645e-15,2.4298009798510165e-15,10
2,2,50,4,0.0,known_pool,41,2.2499311028096193e-15,1.7614972983116243e-16,1.8514527297470865e-15,2.648409475872152e-15,10
2,2,50,4,0.0,known_pool,42,2.2289310509638345e-15,1.1222053928668434e-16,1.975070554203384e-15,2.482791547724285e-15,10
2,2,50,4,0.0,known_pool,43,2.38955727139909e-15,1.1459488990582242e-16,2.130325620378562e-15,2.648788922419618e-15,10
2,2,50,4,0.0,known_pool,44,2.570224809761047e-15,2.2061558877164235e-16,2.071157675396333e-15,3.069291944125761e-15,10
2,2,50,4,0.0,known_pool,45,2.079720314170737e-15,1.0440862110872093e-16,1.84353160407176e-15,2.315909024269714e-15,10
2,2,50,4,0.0,known_pool,46,2.2754932915239823e-15,1.6824361945915335e-16,1.894899782669363e-15,2.6560868003786015e-15,10
2,2,50,4,0.0,known_pool,47,2.322278200579356e-15,1.4342516172536926e-16,1.9978279436568207e-15,2.646728457501891e-15,10
2,2,50,4,0.0,known_pool,48,4.846393194406168e-06,4.846393191615621e-06,0.0,1.58096962665559e-05,10
2,2,50,4,0.0,known_pool,49,2.3971173853163173e-15,1.250236306270313e-16,2.114294283774341e-15,2.6799404868582934e-15,10
2,2,50,4,0.0,ridge_current,0,0.49296957879349207,0.016093881848782667,0.45656268869204036,0.5293764688949438,10
2,2,50,4,0.0,ridge_current,1,0.5073023512800674,0.02196887326952667,0.45760530725480164,0.5569993953053332,10
2,2,50,4,0.0,ridge_current,2,0.5173547916757568,0.021267379290017888,0.46924463728089666,0.565464946070617,10
2,2,50,4,0.0,ridge_current,3,0.5085488089009336,0.026879790328536195,0.4477424986747215,0.5693551191271456,10
2,2,50,4,0.0,ridge_current,4,0.48674484313714467,0.01569436861492911,0.4512417147592874,0.5222479715150019,10
2,2,50,4,0.0,ridge_current,5,0.5410897687160374,0.017328030480357887,0.5018910404477102,0.5802884969843647,10
2,2,50,4,0.0,ridge_current,6,0.5190514922074941,0.02289555521945852,0.46725814797155424,0.5708448364434341,10
2,2,50,4,0.0,ridge_current,7,0.5200218952443698,0.018808526612446926,0.47747405204634236,0.5625697384423973,10
2,2,50,4,0.0,ridge_current,8,0.4785567013951916,0.021445983222375446,0.4300425168354448,0.5270708859549383,10
2,2,50,4,0.0,ridge_current,9,0.5066246711049318,0.016137236528183323,0.47011970590493307,0.5431296363049305,10
2,2,50,4,0.0,ridge_current,10,0.49060154100152237,0.017664242338038982,0.4506422486711242,0.5305608333319206,10
2,2,50,4,0.0,ridge_current,11,0.5095825420903219,0.012718634442641678,0.4808109920848881,0.5383540920957558,10
2,2,50,4,0.0,ridge_current,12,0.4750392020858172,0.012590913202773153,0.4465565775979934,0.503521826573641,10
2,2,50,4,0.0,ridge_current,13,0.5160845815824452,0.022749083527229652,0.46462257933422796,0.5675465838306624,10
2,2,50,4,0.0,ridge_current,14,0.4813962921227793,0.026020864200939603,0.4225330077884244,0.5402595764571342,10
2,2,50,4,0.0,ridge_current,15,0.5010582453011931,0.017737188197476043,0.4609339379723729,0.5411825526300134,10
2,2,50,4,0.0,ridge_current,16,0.5428905049365484,0.024528768554035397,0.4874025754574179,0.598378434415679,10
2,2,50,4,0.0,ridge_current,17,0.4917444193228143,0.02174942456428603,0.44254380275797545,0.5409450358876532,10
2,2,50,4,0.0,ridge_current,18,0.49972949487253393,0.015520654111119879,0.4646193360037507,0.5348396537413171,10
2,2,50,4,0.0,ridge_current,19,0.5336362707456892,0.020324362668984658,0.4876593681547371,0.5796131733366413,10
2,2,50,4,0.0,ridge_current,20,0.4862804635254143,0.01900966597604721,0.4432776114752978,0.5292833155755309,10
2,2,50,4,0.0,ridge_current,21,0.49333715565409053,0.020456453170323446,0.4470614435893973,0.5396128677187838,10
2,2,50,4,0.0,ridge_current,22,0.46847123959268366,0.014085599320205523,0.43660740019817523,0.5003350789871921,10
2,2,50,4,0.0,ridge_current,23,0.4722789962976167,0.0174128136154194,0.4328884752530256,0.5116695173422078,10
2,2,50,4,0.0,ridge_current,24,0.5282948473670472,0.014239930439648019,0.4960818867252493,0.5605078080088451,10
2,2,50,4,0.0,ridge_current,25,0.4858864218220951,0.014148462325127953,0.4538803764307264,0.5178924672134638,10
2,2,50,4,0.0,ridge_current,26,0.4989754147572397,0.021004101289365376,0.4514608365773628,0.5464899929371166,10
2,2,50,4,0.0,ridge_current,27,0.4973849952076037,0.020987915641809372,0.44990703150628014,0.5448629589089272,10
2,2,50,4,0.0,ridge_current,28,0.5019175814728114,0.015318711597526123,0.46726424830762775,0.5365709146379951,10
2,2,50,4,0.0,ridge_current,29,0.4340730004237982,0.013585460584404175,0.4033405534528756,0.4648054473947208,10
2,2,50,4,0.0,ridge_current,30,0.49671196163480147,0.014761286665751626,0.4633196112717538,0.5301043119978491,10
2,2,50,4,0.0,ridge_current,31,0.49194432067947114,0.018008138173704738,0.4512070819211652,0.5326815594377771,10
2,2,50,4,0.0,ridge_current,32,0.5230501664826717,0.02172201161003329,0.47391156232864906,0.5721887706366943,10
2,2,50,4,0.0,ridge_current,33,0.48222288377585665,0.028604866676189476,0.41751417973342697,0.5469315878182863,10
2,2,50,4,0.0,ridge_current,34,0.4840379749784158,0.021799446698091498,0.4347242004852904,0.5333517494715412,10
2,2,50,4,0.0,ridge_current,35,0.49900824510344677,0.022863946504273636,0.4472864047489692,0.5507300854579243,10
2,2,50,4,0.0,ridge_current,36,0.5197959763455422,0.016757355587685666,0.48188820437330254,0.5577037483177818,10
2,2,50,4,0.0,ridge_current,37,0.5151648492665158,0.01923906512849169,0.4716430602805572,0.5586866382524744,10
2,2,50,4,0.0,ridge_current,38,0.5210824933648817,0.01864743867085229,0.4788990564077729,0.5632659303219905,10
2,2,50,4,0.0,ridge_current,39,0.5016849024912438,0.014404235457898906,0.46910025807552586,0.5342695469069616,10
2,2,50,4,0.0,ridge_current,40,0.4847411531094866,0.015633804609835936,0.44937503002955864,0.5201072761894145,10
2,2,50,4,0.0,ridge_current,41,0.5034498452135292,0.02086315857798237,0.4562541015977516,0.5506455888293068,10
2,2,50,4,0.0,ridge_current,42,0.5317968504503839,0.016277719665521526,0.4949740903150032,0.5686196105857647,10
2,2,50,4,0.0,ridge_current,43,0.4917184668334388,0.009905513463669658,0.4693106386004044,0.5141262950664731,10
2,2,50,4,0.0,ridge_current,44,0.504928664365795,0.021363881587212225,0.4566002066081102,0.5532571221234798,10
2,2,50,4,0.0,ridge_current,45,0.49386886868013447,0.020642129213533315,0.44717312822433397,0.540564609135935,10
2,2,50,4,0.0,ridge_current,46,0.5029257680725797,0.01956211239444809,0.45867319540001544,0.547178340745144,10
2,2,50,4,0.0,ridge_current,47,0.5240155153381543,0.01627510050408022,0.48719868015758855,0.56083235051872,10
2,2,50,4,0.0,ridge_current,48,0.5413204554579725,0.014450051713294929,0.5086321674719378,0.5740087434440071,10
2,2,50,4,0.0,ridge_current,49,0.5058784110681763,0.010282366662499225,0.48261808167208625,0.5291387404642665,10
2,2,50,4,0.0,ridge_history,1,0.858130935061981,0.06197951852624641,0.7179235232810487,0.9983383468429133,10
2,2,50,4,0.0,ridge_history,2,0.7676978102952615,0.08826803492702312,0.568021642838974,0.967373977751549,10
2,2,50,4,0.0,ridge_history,3,0.7037790588514569,0.12359421783022095,0.4241895137063809,0.9833686039965328,10
2,2,50,4,0.0,ridge_history,4,0.6787315415891496,0.12195814660117305,0.40284304669371246,0.9546200364845867,10
2,2,50,4,0.0,ridge_history,5,0.6600432045001989,0.11474326804262634,0.4004758988146974,0.9196105101857004,10
2,2,50,4,0.0,ridge_history,6,0.6302903692970375,0.13720291481806193,0.31991581278456677,0.9406649258095083,10
2,2,50,4,0.0,ridge_history,7,0.6313677452081811,0.11631199065002636,0.3682517424399061,0.894483747976456,10
2,2,50,4,0.0,ridge_history,8,0.5905977042415256,0.11446235445787763,0.3316658692338907,0.8495295392491604,10
2,2,50,4,0.0,ridge_history,9,0.5484370638785414,0.10137997739610473,0.31909962184762297,0.7777745059094598,10
2,2,50,4,0.0,ridge_history,10,0.549975800061824,0.11111468033969008,0.29861693003936124,0.8013346700842867,10
2,2,50,4,0.0,ridge_history,11,0.5427787586068388,0.11333398323504147,0.28639947664323806,0.7991580405704395,10
2,2,50,4,0.0,ridge_history,12,0.4979065267088353,0.09196205239895418,0.28987391116891725,0.7059391422487533,10
2,2,50,4,0.0,ridge_history,13,0.5104874613559361,0.09070525213066906,0.305297925545126,0.7156769971667463,10
2,2,50,4,0.0,ridge_history,14,0.5004113372661422,0.0911323641505681,0.29425560694020025,0.7065670675920841,10
2,2,50,4,0.0,ridge_history,15,0.46199117772624126,0.093940889626944,0.2494821213770143,0.6745002340754682,10
2,2,50,4,0.0,ridge_history,16,0.4939678097784344,0.09215995895174921,0.2854874985125464,0.7024481210443224,10
2,2,50,4,0.0,ridge_history,17,0.47985159911939423,0.0944711241085467,0.26614306903964713,0.6935601291991413,10
2,2,50,4,0.0,ridge_history,18,0.5052347805578193,0.11906479802666337,0.23589149486468125,0.7745780662509574,10
2,2,50,4,0.0,ridge_history,19,0.4657345055914532,0.08962618106331136,0.2629859981248346,0.6684830130580718,10
2,2,50,4,0.0,ridge_history,20,0.4441353482919063,0.07828744075482674,0.2670368534312349,0.6212338431525777,10
2,2,50,4,0.0,ridge_history,21,0.46454852752966014,0.08334107268505192,0.27601792299988415,0.6530791320594361,10
2,2,50,4,0.0,ridge_history,22,0.4599053589057358,0.09387798918670844,0.2475385932379309,0.6722721245735407,10
2,2,50,4,0.0,ridge_history,23,0.4482424055842079,0.08949968916962743,0.2457800426609223,0.6507047685074936,10
2,2,50,4,0.0,ridge_history,24,0.4700876096005726,0.09211207175042598,0.2617156267101643,0.6784595924909809,10
2,2,50,4,0.0,ridge_history,25,0.43949602987011654,0.08514560170460542,0.24688329709328036,0.6321087626469527,10
2,2,50,4,0.0,ridge_history,26,0.4577734074839343,0.08925843295516132,0.2558568040342728,0.6596900109335958,10
2,2,50,4,0.0,ridge_history,27,0.45919646123115443,0.08719112862153959,0.2619564250874791,0.6564364973748298,10
2,2,50,4,0.0,ridge_history,28,0.45978365401814275,0.08938297027699348,0.2575853275738629,0.6619819804624226,10
2,2,50,4,0.0,ridge_history,29,0.3982321900803244,0.07187909760131045,0.2356303745860487,0.5608340055746001,10
2,2,50,4,0.0,ridge_history,30,0.44180160934155355,0.08753359295709912,0.24378686504818928,0.6398163536349178,10
2,2,50,4,0.0,ridge_history,31,0.45497705818787215,0.09066998552757251,0.24986730097586443,0.6600868153998799,10
2,2,50,4,0.0,ridge_history,32,0.47197073928882116,0.0864187859751119,0.2764778635948967,0.6674636149827456,10
2,2,50,4,0.0,ridge_history,33,0.46680953242265877,0.09565705717326373,0.25041823536596286,0.6832008294793547,10
2,2,50,4,0.0,ridge_history,34,0.4352170608052818,0.08732791426850471,0.2376675940305563,0.6327665275800073,10
2,2,50,4,0.0,ridge_history,35,0.4541132447047177,0.09128951029399211,0.247602025104823,0.6606244643046124,10
2,2,50,4,0.0,ridge_history,36,0.4271150415171526,0.07909045838885952,0.2481999945638007,0.6060300884705045,10
2,2,50,4,0.0,ridge_history,37,0.4380692776560447,0.08918463612672707,0.2363196142304175,0.6398189410816719,10
2,2,50,4,0.0,ridge_history,38,0.44891800403312654,0.09452292707723141,0.23509228749671512,0.6627437205695379,10
2,2,50,4,0.0,ridge_history,39,0.43287001424538885,0.08708724672430891,0.23586497527961894,0.6298750532111588,10
2,2,50,4,0.0,ridge_history,40,0.41864500689376527,0.07874988278062105,0.24050039549206434,0.5967896182954662,10
2,2,50,4,0.0,ridge_history,41,0.45271950072754885,0.08903231414365043,0.25131441356699014,0.6541245878881076,10
2,2,50,4,0.0,ridge_history,42,0.44924652762693074,0.09033512095482663,0.24489428670672747,0.6535987685471341,10
2,2,50,4,0.0,ridge_history,43,0.43577505116222054,0.08219489805971637,0.24983727377096487,0.6217128285534762,10
2,2,50,4,0.0,ridge_history,44,0.44618241801102076,0.09296710178390606,0.2358762228059679,0.6564886132160737,10
2,2,50,4,0.0,ridge_history,45,0.43927530276244164,0.07701136626291745,0.2650634889539069,0.6134871165709763,10
2,2,50,4,0.0,ridge_history,46,0.45391838078777613,0.08788382371971,0.2551113594661394,0.6527254021094129,10
2,2,50,4,0.0,ridge_history,47,0.4162446815817882,0.07771441750946724,0.24044245536005662,0.5920469078035198,10
2,2,50,4,0.0,ridge_history,48,0.4394006764830216,0.08678399981937313,0.24308162967534858,0.6357197232906946,10
2,2,50,4,0.0,ridge_history,49,0.424003040022425,0.07932845205507241,0.24454961399234898,0.603456466052501,10
2,2,50,4,0.0,transformer,0,0.5035860526948884,0.01702522017982393,0.4650723289168832,0.5420997764728936,10
2,2,50,4,0.0,transformer,1,0.391662319909139,0.03058149289495671,0.32248217670775026,0.4608424631105278,10
2,2,50,4,0.0,transformer,2,0.2595504662118865,0.02458164481968078,0.20394292230968422,0.3151580101140887,10
2,2,50,4,0.0,transformer,3,0.22614960196473827,0.032617563225816326,0.15236354768043453,0.299935656249042,10
2,2,50,4,0.0,transformer,4,0.14472733961522044,0.017511689884353043,0.10511314491063034,0.18434153431981054,10
2,2,50,4,0.0,transformer,5,0.15378828274573839,0.020842055528397622,0.10664027754473578,0.200936287946741,10
2,2,50,4,0.0,transformer,6,0.10700084298492465,0.013190174158306938,0.07716259603415483,0.1368390899356945,10
2,2,50,4,0.0,transformer,7,0.08492787006471637,0.013660974665448586,0.05402459837446705,0.1158311417549657,10
2,2,50,4,0.0,transformer,8,0.07273896312234182,0.009303944178470875,0.05169197915673927,0.09378594708794437,10
2,2,50,4,0.0,transformer,9,0.06383119744324034,0.008358265598518985,0.044923487050980794,0.08273890783549989,10
2,2,50,4,0.0,transformer,10,0.04400466063352054,0.00397746013179809,0.0350070207066292,0.053002300560411886,10
2,2,50,4,0.0,transformer,11,0.04716738184995746,0.00791537424074491,0.02926156131502796,0.06507320238488695,10
2,2,50,4,0.0,transformer,12,0.04082139684691957,0.004845813445655993,0.029859405251245016,0.05178338844259413,10
2,2,50,4,0.0,transformer,13,0.03327533841444042,0.003786010228605902,0.024710788257372312,0.04183988857150853,10
2,2,50,4,0.0,transformer,14,0.033248885734790526,0.004256895024092505,0.02361912016475963,0.04287865130482142,10
2,2,50,4,0.0,transformer,15,0.02565006829991387,0.003346261910848993,0.01808029794968801,0.03321983865013973,10
2,2,50,4,0.0,transformer,16,0.02898123314948593,0.003771046996657548,0.020450532174748397,0.03751193412422346,10
2,2,50,4,0.0,transformer,17,0.03518581926842868,0.006690438858161541,0.020050995083175108,0.05032064345368226,10
2,2,50,4,0.0,transformer,18,0.02673081023303713,0.0036488204013619685,0.01847660502633193,0.03498501543974233,10
2,2,50,4,0.0,transformer,19,0.02414177448229162,0.004646040955019689,0.01363169965724002,0.03465184930734322,10
2,2,50,4,0.0,transformer,20,0.01742841997744538,0.0019015952437834178,0.01312671267597772,0.021730127278913037,10
2,2,50,4,0.0,transformer,21,0.017183378194568052,0.002274130628029401,0.012038937305232561,0.022327819083903543,10
2,2,50,4,0.0,transformer,22,0.015487435000500451,0.0018054410790274028,0.011403243531568491,0.01957162646943241,10
2,2,50,4,0.0,transformer,23,0.015234758850004453,0.0017546990557465961,0.011265353812492045,0.019204163887516862,10
2,2,50,4,0.0,transformer,24,0.017492036257747097,0.002498861100452035,0.011839219720521722,0.02314485279497247,10
2,2,50,4,0.0,transformer,25,0.016891294278992417,0.003257415500666573,0.009522508471949628,0.024260080086035207,10
2,2,50,4,0.0,transformer,26,0.016092712001567526,0.0021980560591647207,0.011120363743096058,0.021065060260038994,10
2,2,50,4,0.0,transformer,27,0.016784302843876296,0.0028295932931222565,0.010383318108034022,0.02318528757971857,10
2,2,50,4,0.0,transformer,28,0.013312312598817645,0.0010333286834822827,0.01097476071595336,0.01564986448168193,10
2,2,50,4,0.0,transformer,29,0.01053510351928179,0.0014996557088012665,0.007142646615885786,0.013927560422677794,10
2,2,50,4,0.0,transformer,30,0.014086091205269135,0.0017999979334907355,0.0100142129870011,0.01815796942353717,10
