T,layer,key_task,attention,is_self,num_prompts,pool_index
2,1,4,0.017644500359892845,False,128,0
2,1,5,0.017853204160928726,False,128,0
2,1,6,0.017504675313830376,False,128,0
2,1,7,0.018107496201992035,False,128,0
2,1,8,0.01792369969189167,False,128,0
2,1,9,0.01803908310830593,False,128,0
2,1,10,0.01796220988035202,False,128,0
2,1,11,0.017692266032099724,False,128,0
2,1,12,0.018805917352437973,False,128,0
2,1,13,0.01862853206694126,False,128,0
2,1,14,0.01849304512143135,False,128,0
2,1,15,0.01878741756081581,False,128,0
2,1,16,0.018907103687524796,False,128,0
2,1,17,0.01875784620642662,False,128,0
2,1,18,0.018968015909194946,False,128,0
2,1,19,0.01884669065475464,False,128,0
2,1,20,0.019216956570744514,False,128,0
2,1,21,0.019530147314071655,False,128,0
2,1,22,0.01963961124420166,False,128,0
2,1,23,0.019291885197162628,False,128,0
2,1,24,0.018909262493252754,False,128,0
2,1,25,0.019185252487659454,False,128,0
2,1,26,0.019324565306305885,False,128,0
2,1,27,0.01957334578037262,False,128,0
2,1,28,0.020261123776435852,False,128,0
2,1,29,0.019952449947595596,False,128,0
2,1,30,0.020305616781115532,False,128,0
2,1,31,0.019997213035821915,False,128,0
2,1,32,0.020614778622984886,False,128,0
2,1,33,0.020195748656988144,False,128,0
2,1,34,0.020292824134230614,False,128,0
2,1,35,0.020138107240200043,False,128,0
2,1,36,0.02086147479712963,False,128,0
2,1,37,0.02062896080315113,False,128,0
2,1,38,0.02090216986835003,False,128,0
2,1,39,0.02075565978884697,False,128,0
2,1,40,0.020426316186785698,False,128,0
2,1,41,0.021496886387467384,False,128,0
2,1,42,0.020768096670508385,False,128,0
2,1,43,0.021307017654180527,False,128,0
2,1,44,0.02163447067141533,False,128,0
2,1,45,0.021039120852947235,False,128,0
2,1,46,0.020852606743574142,False,128,0
2,1,47,0.021115723997354507,False,128,0
2,1,48,0.023394310846924782,False,128,0
2,1,49,0.02132318913936615,True,128,0
2,2,0,0.05824311450123787,False,128,0
2,2,1,0.010056538507342339,False,128,0
2,2,2,0.009938488714396954,False,128,0
2,2,3,0.00969661958515644,False,128,0
2,2,4,0.01020500622689724,False,128,0
2,2,5,0.01092064380645752,False,128,0
2,2,6,0.010976436547935009,False,128,0
2,2,7,0.011323072947561741,False,128,0
2,2,8,0.012422462925314903,False,128,0
2,2,9,0.012433119118213654,False,128,0
2,2,10,0.012989615090191364,False,128,0
2,2,11,0.01330149918794632,False,128,0
2,2,12,0.013678601942956448,False,128,0
2,2,13,0.013840623199939728,False,128,0
2,2,14,0.014660161919891834,False,128,0
2,2,15,0.014947649091482162,False,128,0
2,2,16,0.01571325585246086,False,128,0
2,2,17,0.015672290697693825,False,128,0
2,2,18,0.015861190855503082,False,128,0
2,2,19,0.01617162488400936,False,128,0
2,2,20,0.017046114429831505,False,128,0
2,2,21,0.017763985320925713,False,128,0
2,2,22,0.017994996160268784,False,128,0
2,2,23,0.018269717693328857,False,128,0
2,2,24,0.018291674554347992,False,128,0
2,2,25,0.018870985135436058,False,128,0
2,2,26,0.018846148625016212,False,128,0
2,2,27,0.020357733592391014,False,128,0
2,2,28,0.020589478313922882,False,128,0
2,2,29,0.020992452278733253,False,128,0
2,2,30,0.020749643445014954,False,128,0
2,2,31,0.02119872346520424,False,128,0
2,2,32,0.02253653295338154,False,128,0
2,2,33,0.023448994383215904,False,128,0
2,2,34,0.02328629232943058,False,128,0
2,2,35,0.02468719519674778,False,128,0
2,2,36,0.025130538269877434,False,128,0
2,2,37,0.025972621515393257,False,128,0
2,2,38,0.025705546140670776,False,128,0
2,2,39,0.027150649577379227,False,128,0
2,2,40,0.02662893384695053,False,128,0
2,2,41,0.027300439774990082,False,128,0
2,2,42,0.02789485827088356,False,128,0
2,2,43,0.027246488258242607,False,128,0
2,2,44,0.028242656961083412,False,128,0
2,2,45,0.02821693755686283,False,128,0
2,2,46,0.027305763214826584,False,128,0
2,2,47,0.027431663125753403,False,128,0
2,2,48,0.029078159481287003,False,128,0
2,2,49,0.018712062388658524,True,128,0
2,3,0,0.23427721858024597,False,128,0
2,3,1,0.013427834957838058,False,128,0
2,3,2,0.011349289678037167,False,128,0
2,3,3,0.013741502538323402,False,128,0
2,3,4,0.012307354249060154,False,128,0
2,3,5,0.013629895634949207,False,128,0
2,3,6,0.0151016004383564,False,128,0
2,3,7,0.01362366508692503,False,128,0
2,3,8,0.013042541220784187,False,128,0
2,3,9,0.013091879896819592,False,128,0
2,3,10,0.013712622225284576,False,128,0
2,3,11,0.01126721128821373,False,128,0
2,3,12,0.014423294924199581,False,128,0
2,3,13,0.013582557439804077,False,128,0
2,3,14,0.013180304318666458,False,128,0
2,3,15,0.01487836055457592,False,128,0
2,3,16,0.014578523114323616,False,128,0
2,3,17,0.013049771077930927,False,128,0
2,3,18,0.014976540580391884,False,128,0
2,3,19,0.015858840197324753,False,128,0
2,3,20,0.017982255667448044,False,128,0
2,3,21,0.0135421734303236,False,128,0
2,3,22,0.015079140663146973,False,128,0
2,3,23,0.01521704625338316,False,128,0
2,3,24,0.014556660316884518,False,128,0
2,3,25,0.014295356348156929,False,128,0
2,3,26,0.017800655215978622,False,128,0
2,3,27,0.016307231038808823,False,128,0
2,3,28,0.014859997667372227,False,128,0
2,3,29,0.01565059833228588,False,128,0
2,3,30,0.016573384404182434,False,128,0
2,3,31,0.01671815663576126,False,128,0
2,3,32,0.01700635999441147,False,128,0
2,3,33,0.014754173345863819,False,128,0
2,3,34,0.012730761431157589,False,128,0
2,3,35,0.01710992306470871,False,128,0
2,3,36,0.016227513551712036,False,128,0
2,3,37,0.017099855467677116,False,128,0
2,3,38,0.01612258143723011,False,128,0
2,3,39,0.016416417434811592,False,128,0
2,3,40,0.016940928995609283,False,128,0
2,3,41,0.017016109079122543,False,128,0
2,3,42,0.015792764723300934,False,128,0
2,3,43,0.016465164721012115,False,128,0
2,3,44,0.01826917938888073,False,128,0
2,3,45,0.016439739614725113,False,128,0
2,3,46,0.01608894020318985,False,128,0
2,3,47,0.017934873700141907,False,128,0
2,3,48,0.018869031220674515,False,128,0
2,3,49,0.03703221306204796,True,128,0
2,4,0,0.20604202151298523,False,128,0
2,4,1,0.018407166004180908,False,128,0
2,4,2,0.016363294795155525,False,128,0
2,4,3,0.01868577115237713,False,128,0
2,4,4,0.0182290468364954,False,128,0
2,4,5,0.01660117320716381,False,128,0
2,4,6,0.016918862238526344,False,128,0
2,4,7,0.01596149429678917,False,128,0
2,4,8,0.018354937434196472,False,128,0
2,4,9,0.01650046557188034,False,128,0
2,4,10,0.016714882105588913,False,128,0
2,4,11,0.015179503709077835,False,128,0
2,4,12,0.017609713599085808,False,128,0
2,4,13,0.016317445784807205,False,128,0
2,4,14,0.018098557367920876,False,128,0
2,4,15,0.0155476164072752,False,128,0
2,4,16,0.015772126615047455,False,128,0
2,4,17,0.014423251152038574,False,128,0
2,4,18,0.017489619553089142,False,128,0
2,4,19,0.016274575144052505,False,128,0
2,4,20,0.01598418317735195,False,128,0
2,4,21,0.017059169709682465,False,128,0
2,4,22,0.016005191951990128,False,128,0
2,4,23,0.015252084471285343,False,128,0
2,4,24,0.01669553481042385,False,128,0
2,4,25,0.016701584681868553,False,128,0
2,4,26,0.01553083211183548,False,128,0
2,4,27,0.016637850552797318,False,128,0
2,4,28,0.016294993460178375,False,128,0
2,4,29,0.016663052141666412,False,128,0
2,4,30,0.019052375108003616,False,128,0
2,4,31,0.014469899237155914,False,128,0
2,4,32,0.01573065109550953,False,128,0
2,4,33,0.015568706206977367,False,128,0
2,4,34,0.01328988280147314,False,128,0
2,4,35,0.01532779261469841,False,128,0
2,4,36,0.01661163568496704,False,128,0
2,4,37,0.015225687995553017,False,128,0
2,4,38,0.014732539653778076,False,128,0
2,4,39,0.013548932038247585,False,128,0
2,4,40,0.015924746170639992,False,128,0
2,4,41,0.016474159434437752,False,128,0
2,4,42,0.015478421933948994,False,128,0
2,4,43,0.015766562893986702,False,128,0
2,4,44,0.015669457614421844,False,128,0
2,4,45,0.01595354825258255,False,128,0
2,4,46,0.01263668667525053,False,128,0
2,4,47,0.0159554872661829,False,128,0
2,4,48,0.014768003486096859,False,128,0
2,4,49,0.019498828798532486,True,128,0
2,5,0,0.18695662915706635,False,128,0
2,5,1,0.011763024143874645,False,128,0
2,5,2,0.01160150021314621,False,128,0
2,5,3,0.010637342929840088,False,128,0
2,5,4,0.01162456814199686,False,128,0
2,5,5,0.011376623995602131,False,128,0
2,5,6,0.012273680418729782,False,128,0
2,5,7,0.012760517187416553,False,128,0
2,5,8,0.013942300342023373,False,128,0
2,5,9,0.01354927383363247,False,128,0
2,5,10,0.012709702365100384,False,128,0
2,5,11,0.014411276206374168,False,128,0
2,5,12,0.013561366125941277,False,128,0
2,5,13,0.014679976738989353,False,128,0
2,5,14,0.014174209907650948,False,128,0
2,5,15,0.015553981997072697,False,128,0
2,5,16,0.01580478996038437,False,128,0
2,5,17,0.014974448829889297,False,128,0
2,5,18,0.016225092113018036,False,128,0
2,5,19,0.016782570630311966,False,128,0
2,5,20,0.0183100588619709,False,128,0
2,5,21,0.017103472724556923,False,128,0
2,5,22,0.018602419644594193,False,128,0
2,5,23,0.016381127759814262,False,128,0
2,5,24,0.017110876739025116,False,128,0
2,5,25,0.017474278807640076,False,128,0
2,5,26,0.017931992188096046,False,128,0
2,5,27,0.015721678733825684,False,128,0
2,5,28,0.018007710576057434,False,128,0
2,5,29,0.019879238680005074,False,128,0
2,5,30,0.017456859350204468,False,128,0
2,5,31,0.018426254391670227,False,128,0
2,5,32,0.018757537007331848,False,128,0
2,5,33,0.01831185072660446,False,128,0
2,5,34,0.018195293843746185,False,128,0
2,5,35,0.01983736641705036,False,128,0
2,5,36,0.018904710188508034,False,128,0
2,5,37,0.02065887302160263,False,128,0
2,5,38,0.019099004566669464,False,128,0
2,5,39,0.019886646419763565,False,128,0
2,5,40,0.018949203193187714,False,128,0
2,5,41,0.01851850003004074,False,128,0
2,5,42,0.02047758176922798,False,128,0
2,5,43,0.019437240436673164,False,128,0
2,5,44,0.019196322187781334,False,128,0
2,5,45,0.021210893988609314,False,128,0
2,5,46,0.019982535392045975,False,128,0
2,5,47,0.01855529472231865,False,128,0
2,5,48,0.023080551996827126,False,128,0
2,5,49,0.009171755984425545,True,128,0
2,0,0,0.03046228736639023,False,128,1
2,0,1,0.02519913949072361,False,128,1
2,0,2,0.023435205221176147,False,128,1
2,0,3,0.021602358669042587,False,128,1
2,0,4,0.021635059267282486,False,128,1
2,0,5,0.0205824077129364,False,128,1
2,0,6,0.02006729692220688,False,128,1
2,0,7,0.020176151767373085,False,128,1
2,0,8,0.020383082330226898,False,128,1
2,0,9,0.019642017781734467,False,128,1
2,0,10,0.019802069291472435,False,128,1
2,0,11,0.019935278221964836,False,128,1
2,0,12,0.0192496869713068,False,128,1
2,0,13,0.019015781581401825,False,128,1
2,0,14,0.019479479640722275,False,128,1
2,0,15,0.01925813779234886,False,128,1
2,0,16,0.019532740116119385,False,128,1
2,0,17,0.0194262508302927,False,128,1
2,0,18,0.020469315350055695,False,128,1
2,0,19,0.01957375928759575,False,128,1
2,0,20,0.020340844988822937,False,128,1
2,0,21,0.019306622445583344,False,128,1
2,0,22,0.019647972658276558,False,128,1
2,0,23,0.0185769684612751,False,128,1
2,0,24,0.01931074634194374,False,128,1
2,0,25,0.019408181309700012,False,128,1
2,0,26,0.019850585609674454,False,128,1
2,0,27,0.019460603594779968,False,128,1
2,0,28,0.018774494528770447,False,128,1
2,0,29,0.01962006464600563,False,128,1
2,0,30,0.01936997100710869,False,128,1
2,0,31,0.018762746825814247,False,128,1
2,0,32,0.02022649720311165,False,128,1
2,0,33,0.019450727850198746,False,128,1
2,0,34,0.018929095938801765,False,128,1
2,0,35,0.019871532917022705,False,128,1
2,0,36,0.01997951790690422,False,128,1
2,0,37,0.019319454208016396,False,128,1
2,0,38,0.01883484050631523,False,128,1
2,0,39,0.01914181001484394,False,128,1
2,0,40,0.019289318472146988,False,128,1
2,0,41,0.019767289981245995,False,128,1
2,0,42,0.019654059782624245,False,128,1
2,0,43,0.019109241664409637,False,128,1
2,0,44,0.019195299595594406,False,128,1
2,0,45,0.019216107204556465,False,128,1
2,0,46,0.01850370690226555,False,128,1
2,0,47,0.019102059304714203,False,128,1
2,0,48,0.021828684955835342,False,128,1
2,0,49,0.01722344383597374,True,128,1
2,1,0,0.03756629675626755,False,128,1
2,1,1,0.019333025440573692,False,128,1
2,1,2,0.0183560848236084,False,128,1
2,1,3,0.018020888790488243,False,128,1
2,1,4,0.017458196729421616,False,128,1
2,1,5,0.017832862213253975,False,128,1
2,1,6,0.01827169768512249,False,128,1
2,1,7,0.017860006541013718,False,128,1
2,1,8,0.01807786524295807,False,128,1
2,1,9,0.017693646252155304,False,128,1
2,1,10,0.018264029175043106,False,128,1
2,1,11,0.01823146641254425,False,128,1
2,1,12,0.018168741837143898,False,128,1
2,1,13,0.01848427765071392,False,128,1
2,1,14,0.01845741458237171,False,128,1
2,1,15,0.018745971843600273,False,128,1
2,1,16,0.01894533261656761,False,128,1
2,1,17,0.018777988851070404,False,128,1
2,1,18,0.01936854049563408,False,128,1
2,1,19,0.01910543255507946,False,128,1
2,1,20,0.018827572464942932,False,128,1
2,1,21,0.01906311698257923,False,128,1
2,1,22,0.020067360252141953,False,128,1
2,1,23,0.019483083859086037,False,128,1
2,1,24,0.01934465393424034,False,128,1
2,1,25,0.020281119272112846,False,128,1
2,1,26,0.0198495015501976,False,128,1
2,1,27,0.019861729815602303,False,128,1
2,1,28,0.01991288736462593,False,128,1
2,1,29,0.019524794071912766,False,128,1
2,1,30,0.019616620615124702,False,128,1
2,1,31,0.02020566165447235,False,128,1
2,1,32,0.020670177415013313,False,128,1
2,1,33,0.020304234698414803,False,128,1
2,1,34,0.02068411186337471,False,128,1
2,1,35,0.020096903666853905,False,128,1
2,1,36,0.02083001285791397,False,128,1
2,1,37,0.020333565771579742,False,128,1
2,1,38,0.02050730586051941,False,128,1
2,1,39,0.020864320918917656,False,128,1
2,1,40,0.02105475217103958,False,128,1
2,1,41,0.020595673471689224,False,128,1
2,1,42,0.020928140729665756,False,128,1
2,1,43,0.020877623930573463,False,128,1
2,1,44,0.021626804023981094,False,128,1
2,1,45,0.020900972187519073,False,128,1
2,1,46,0.021207354962825775,False,128,1
2,1,47,0.021472489461302757,False,128,1
2,1,48,0.023124486207962036,False,128,1
2,1,49,0.02086319960653782,True,128,1
2,2,0,0.056259945034980774,False,128,1
2,2,1,0.010153930634260178,False,128,1
2,2,2,0.009916596114635468,False,128,1
2,2,3,0.009548463858664036,False,128,1
2,2,4,0.010204947553575039,False,128,1
2,2,5,0.010996260680258274,False,128,1
2,2,6,0.011040574871003628,False,128,1
2,2,7,0.011552899144589901,False,128,1
2,2,8,0.012040800414979458,False,128,1
2,2,9,0.012271638959646225,False,128,1
2,2,10,0.012346186675131321,False,128,1
2,2,11,0.01333637721836567,False,128,1
2,2,12,0.013783270493149757,False,128,1
2,2,13,0.01422225683927536,False,128,1
2,2,14,0.015119905583560467,False,128,1
2,2,15,0.015041282400488853,False,128,1
2,2,16,0.015518494881689548,False,128,1
2,2,17,0.015932584181427956,False,128,1
2,2,18,0.016332227736711502,False,128,1
2,2,19,0.017028944566845894,False,128,1
2,2,20,0.016946205869317055,False,128,1
2,2,21,0.017651129513978958,False,128,1
2,2,22,0.018424268811941147,False,128,1
2,2,23,0.01820748671889305,False,128,1
2,2,24,0.01868431642651558,False,128,1
2,2,25,0.019101576879620552,False,128,1
2,2,26,0.01962556689977646,False,128,1
2,2,27,0.020069485530257225,False,128,1
2,2,28,0.020897336304187775,False,128,1
2,2,29,0.021325714886188507,False,128,1
2,2,30,0.022028686478734016,False,128,1
2,2,31,0.021276846528053284,False,128,1
2,2,32,0.022948380559682846,False,128,1
2,2,33,0.02245468832552433,False,128,1
2,2,34,0.023359619081020355,False,128,1
2,2,35,0.023988977074623108,False,128,1
2,2,36,0.024638880044221878,False,128,1
2,2,37,0.025489499792456627,False,128,1
2,2,38,0.02612955868244171,False,128,1
2,2,39,0.025778625160455704,False,128,1
2,2,40,0.02612251043319702,False,128,1
2,2,41,0.02734024077653885,False,128,1
2,2,42,0.02719302661716938,False,128,1
2,2,43,0.028177674859762192,False,128,1
2,2,44,0.02824842929840088,False,128,1
2,2,45,0.028184134513139725,False,128,1
2,2,46,0.02785472385585308,False,128,1
2,2,47,0.02685786783695221,False,128,1
2,2,48,0.030697423964738846,False,128,1
2,2,49,0.01764952391386032,True,128,1
2,3,0,0.23457376658916473,False,128,1
2,3,1,0.011836230754852295,False,128,1
2,3,2,0.013509666547179222,False,128,1
2,3,3,0.012927123345434666,False,128,1
2,3,4,0.012779605574905872,False,128,1
2,3,5,0.012419193051755428,False,128,1
2,3,6,0.011678584851324558,False,128,1
2,3,7,0.012329925782978535,False,128,1
2,3,8,0.01229357160627842,False,128,1
2,3,9,0.015156278386712074,False,128,1
2,3,10,0.013514348305761814,False,128,1
2,3,11,0.014096715487539768,False,128,1
2,3,12,0.01550822239369154,False,128,1
2,3,13,0.013710529543459415,False,128,1
2,3,14,0.014279108494520187,False,128,1
2,3,15,0.01674697920680046,False,128,1
2,3,16,0.013700012117624283,False,128,1
2,3,17,0.015500679612159729,False,128,1
2,3,18,0.01582345739006996,False,128,1
2,3,19,0.013614213094115257,False,128,1
2,3,20,0.014014636166393757,False,128,1
2,3,21,0.015629684552550316,False,128,1
2,3,22,0.014416675083339214,False,128,1
2,3,23,0.013873672112822533,False,128,1
2,3,24,0.014255999587476254,False,128,1
2,3,25,0.015987858176231384,False,128,1
2,3,26,0.016757076606154442,False,128,1
2,3,27,0.014504017308354378,False,128,1
2,3,28,0.015647919848561287,False,128,1
2,3,29,0.016704972833395004,False,128,1
2,3,30,0.014411856420338154,False,128,1
2,3,31,0.015301966108381748,False,128,1
2,3,32,0.017138181254267693,False,128,1
2,3,33,0.01713060587644577,False,128,1
2,3,34,0.01708540879189968,False,128,1
2,3,35,0.01819099299609661,False,128,1
2,3,36,0.016854722052812576,False,128,1
2,3,37,0.01554756611585617,False,128,1
2,3,38,0.016532523557543755,False,128,1
2,3,39,0.01624218001961708,False,128,1
2,3,40,0.01755165122449398,False,128,1
2,3,41,0.01670503243803978,False,128,1
2,3,42,0.014846068806946278,False,128,1
2,3,43,0.016568582504987717,False,128,1
2,3,44,0.016960203647613525,False,128,1
2,3,45,0.017445845529437065,False,128,1
2,3,46,0.01753341406583786,False,128,1
2,3,47,0.015611901879310608,False,128,1
2,3,48,0.018211528658866882,False,128,1
2,3,49,0.036339059472084045,True,128,1
2,4,0,0.19560545682907104,False,128,1
2,4,1,0.01715708151459694,False,128,1
2,4,2,0.016677092760801315,False,128,1
2,4,3,0.016208337619900703,False,128,1
2,4,4,0.017943907529115677,False,128,1
2,4,5,0.01550556905567646,False,128,1
2,4,6,0.015430623665452003,False,128,1
2,4,7,0.01646820828318596,False,128,1
2,4,8,0.017711233347654343,False,128,1
2,4,9,0.017563486471772194,False,128,1
2,4,10,0.016666864976286888,False,128,1
2,4,11,0.016985425725579262,False,128,1
2,4,12,0.01602851413190365,False,128,1
2,4,13,0.01858513243496418,False,128,1
2,4,14,0.017557676881551743,False,128,1
2,4,15,0.017431942746043205,False,128,1
2,4,16,0.017803261056542397,False,128,1
2,4,17,0.017775654792785645,False,128,1
2,4,18,0.016754604876041412,False,128,1
2,4,19,0.017501357942819595,False,128,1
2,4,20,0.015556175261735916,False,128,1
2,4,21,0.016571229323744774,False,128,1
2,4,22,0.01752227358520031,False,128,1
2,4,23,0.015528727322816849,False,128,1
2,4,24,0.016261091455817223,False,128,1
2,4,25,0.016366776078939438,False,128,1
2,4,26,0.01629323698580265,False,128,1
2,4,27,0.015352129936218262,False,128,1
2,4,28,0.01622314192354679,False,128,1
2,4,29,0.017828334122896194,False,128,1
2,4,30,0.01731793023645878,False,128,1
2,4,31,0.01571192964911461,False,128,1
2,4,32,0.017481040209531784,False,128,1
2,4,33,0.015568936243653297,False,128,1
2,4,34,0.01723289117217064,False,128,1
2,4,35,0.016782043501734734,False,128,1
2,4,36,0.016041859984397888,False,128,1
2,4,37,0.01579543761909008,False,128,1
2,4,38,0.015041878446936607,False,128,1
2,4,39,0.016470031812787056,False,128,1
2,4,40,0.014788063243031502,False,128,1
2,4,41,0.014370370656251907,False,128,1
2,4,42,0.013978802599012852,False,128,1
2,4,43,0.016443299129605293,False,128,1
2,4,44,0.016184860840439796,False,128,1
2,4,45,0.014711529947817326,False,128,1
2,4,46,0.015164952725172043,False,128,1
2,4,47,0.01462272834032774,False,128,1
2,4,48,0.015645960345864296,False,128,1
2,4,49,0.017780911177396774,True,128,1
2,5,0,0.18465514481067657,False,128,1
2,5,1,0.010173344053328037,False,128,1
2,5,2,0.01080142892897129,False,128,1
2,5,3,0.011780261993408203,False,128,1
2,5,4,0.011631762608885765,False,128,1
2,5,5,0.011828670278191566,False,128,1
2,5,6,0.01117286179214716,False,128,1
2,5,7,0.011664378456771374,False,128,1
2,5,8,0.012562093324959278,False,128,1
2,5,9,0.013049216009676456,False,128,1
2,5,10,0.012458755634725094,False,128,1
2,5,11,0.013518140651285648,False,128,1
2,5,12,0.014243919402360916,False,128,1
2,5,13,0.014553808607161045,False,128,1
2,5,14,0.01592138037085533,False,128,1
2,5,15,0.0147322379052639,False,128,1
2,5,16,0.014420706778764725,False,128,1
2,5,17,0.015768621116876602,False,128,1
2,5,18,0.016418037936091423,False,128,1
2,5,19,0.016212711110711098,False,128,1
2,5,20,0.01699017360806465,False,128,1
2,5,21,0.017045503482222557,False,128,1
2,5,22,0.017981717362999916,False,128,1
2,5,23,0.017896143719553947,False,128,1
2,5,24,0.01730898581445217,False,128,1
2,5,25,0.01833365671336651,False,128,1
2,5,26,0.018048934638500214,False,128,1
2,5,27,0.01790507882833481,False,128,1
2,5,28,0.01764809899032116,False,128,1
2,5,29,0.018864359706640244,False,128,1
2,5,30,0.018087489530444145,False,128,1
2,5,31,0.016864212229847908,False,128,1
2,5,32,0.019652899354696274,False,128,1
2,5,33,0.018693000078201294,False,128,1
2,5,34,0.021139830350875854,False,128,1
2,5,35,0.018446799367666245,False,128,1
2,5,36,0.019791683182120323,False,128,1
2,5,37,0.01972716674208641,False,128,1
2,5,38,0.020390478894114494,False,128,1
2,5,39,0.01913338527083397,False,128,1
2,5,40,0.019963813945651054,False,128,1
2,5,41,0.019615909084677696,False,128,1
2,5,42,0.01990462839603424,False,128,1
2,5,43,0.01974751614034176,False,128,1
2,5,44,0.019747009500861168,False,128,1
2,5,45,0.021850811317563057,False,128,1
2,5,46,0.020074501633644104,False,128,1
2,5,47,0.0203232504427433,False,128,1
2,5,48,0.022818192839622498,False,128,1
2,5,49,0.00843728519976139,True,128,1
2,0,0,0.02925417385995388,False,128,2
2,0,1,0.024014482274651527,False,128,2
2,0,2,0.023566462099552155,False,128,2
2,0,3,0.021286895498633385,False,128,2
2,0,4,0.021396296098828316,False,128,2
2,0,5,0.020640462636947632,False,128,2
2,0,6,0.02053700014948845,False,128,2
2,0,7,0.020243369042873383,False,128,2
2,0,8,0.020343463867902756,False,128,2
2,0,9,0.01996569335460663,False,128,2
2,0,10,0.01924966461956501,False,128,2
2,0,11,0.0195879228413105,False,128,2
2,0,12,0.020258823409676552,False,128,2
2,0,13,0.019856145605444908,False,128,2
2,0,14,0.019041622057557106,False,128,2
2,0,15,0.01951128989458084,False,128,2
2,0,16,0.019502392038702965,False,128,2
2,0,17,0.019532985985279083,False,128,2
2,0,18,0.020228132605552673,False,128,2
2,0,19,0.018655776977539062,False,128,2
2,0,20,0.020550444722175598,False,128,2
2,0,21,0.020147381350398064,False,128,2
2,0,22,0.01963474415242672,False,128,2
2,0,23,0.020115938037633896,False,128,2
2,0,24,0.01965736597776413,False,128,2
2,0,25,0.01946311816573143,False,128,2
2,0,26,0.0198750589042902,False,128,2
2,0,27,0.01876913197338581,False,128,2
2,0,28,0.01960548385977745,False,128,2
2,0,29,0.01909175142645836,False,128,2
2,0,30,0.018470773473381996,False,128,2
2,0,31,0.019126342609524727,False,128,2
2,0,32,0.019632872194051743,False,128,2
2,0,33,0.019694119691848755,False,128,2
2,0,34,0.019210651516914368,False,128,2
2,0,35,0.01941736601293087,False,128,2
2,0,36,0.018800148740410805,False,128,2
2,0,37,0.019184378907084465,False,128,2
2,0,38,0.019905870780348778,False,128,2
2,0,39,0.018963618203997612,False,128,2
2,0,40,0.020247535780072212,False,128,2
2,0,41,0.019368493929505348,False,128,2
2,0,42,0.019766975194215775,False,128,2
2,0,43,0.01946176402270794,False,128,2
2,0,44,0.018137890845537186,False,128,2
2,0,45,0.019292138516902924,False,128,2
2,0,46,0.01839788630604744,False,128,2
2,0,47,0.019393719732761383,False,128,2
2,0,48,0.021787511184811592,False,128,2
2,0,49,0.018156476318836212,True,128,2
2,1,0,0.036561883985996246,False,128,2
2,1,1,0.019486203789711,False,128,2
2,1,2,0.01839248277246952,False,128,2
2,1,3,0.018044166266918182,False,128,2
2,1,4,0.017681695520877838,False,128,2
2,1,5,0.01787450909614563,False,128,2
2,1,6,0.017976317554712296,False,128,2
2,1,7,0.017813852056860924,False,128,2
2,1,8,0.01833510212600231,False,128,2
2,1,9,0.01822725310921669,False,128,2
2,1,10,0.018063761293888092,False,128,2
2,1,11,0.018125608563423157,False,128,2
2,1,12,0.018276162445545197,False,128,2
2,1,13,0.018115464597940445,False,128,2
