model_type,layer,position,metric,control,mean,stderr,ci95_low,ci95_high,num_pools
raw_input,-1,40,component_accuracy,actual,0.484375,0.01092509216843908,0.45966072449693496,0.509089275503065,10
raw_input,-1,40,component_accuracy,shuffled,0.5390625,0.013481436568275816,0.5085653717022652,0.5695596282977348,10
raw_input,-1,49,beta_r2,actual,-0.0653535258024931,0.01555116051116595,-0.10053269494265174,-0.03017435666233445,10
raw_input,-1,49,beta_r2,shuffled,-0.05226669672410935,0.011245864040152842,-0.07770660861439586,-0.02682678483382284,10
raw_input,-1,49,component_accuracy,actual,0.475,0.020531670150444815,0.4285541353049611,0.5214458646950388,10
raw_input,-1,49,component_accuracy,shuffled,0.51015625,0.016554390703450852,0.4727076164944286,0.5476048835055713,10
trained,0,5,beta_r2,actual,-0.03818561108782888,0.012860349025995501,-0.06727774175306953,-0.009093480422588236,10
trained,0,5,beta_r2,shuffled,-0.05350384181365371,0.011816411910877976,-0.08023442265642035,-0.026773260970887072,10
trained,0,5,component_accuracy,actual,0.4984375,0.01401419171570178,0.46673519582949796,0.530139804170502,10
trained,0,5,component_accuracy,shuffled,0.4984375,0.009375,0.4772297765987668,0.5196452234012332,10
trained,0,10,beta_r2,actual,-0.042123967316001654,0.010660901604361278,-0.0662406022421944,-0.018007332389808912,10
trained,0,10,beta_r2,shuffled,-0.03586768563836813,0.011828068091399928,-0.06262463459339337,-0.009110736683342894,10
trained,0,10,component_accuracy,actual,0.51171875,0.019807080072715016,0.46691202193939013,0.5565254780606098,10
trained,0,10,component_accuracy,shuffled,0.48359375,0.015070454475239881,0.44950201346221186,0.5176854865377881,10
trained,0,20,beta_r2,actual,-0.04653954981477,0.008987931294238118,-0.0668716629707689,-0.026207436658771104,10
trained,0,20,beta_r2,shuffled,-0.04556020200252533,0.008212820062470712,-0.06413889173361625,-0.026981512271434405,10
trained,0,20,component_accuracy,actual,0.52109375,0.010677083333333332,0.4969405094597067,0.5452469905402934,10
trained,0,20,component_accuracy,shuffled,0.48359375,0.015644519058203736,0.44820338915395136,0.5189841108460486,10
trained,0,30,beta_r2,actual,-0.0704223858192563,0.014090237792465413,-0.10229671816701191,-0.038548053471500705,10
trained,0,30,beta_r2,shuffled,-0.03442656327970326,0.013597799928092352,-0.06518692378533429,-0.0036662027740722303,10
trained,0,30,component_accuracy,actual,0.50234375,0.014407891868357347,0.4697508342091734,0.5349366657908265,10
trained,0,30,component_accuracy,shuffled,0.52578125,0.0185627951949966,0.48378928988808234,0.5677732101119176,10
trained,0,40,beta_r2,actual,-0.07073336206376553,0.012390038895871319,-0.0987615772994092,-0.04270514682812186,10
trained,0,40,beta_r2,shuffled,-0.04444396779872477,0.010408310972281875,-0.06798920301730337,-0.020898732580146174,10
trained,0,40,component_accuracy,actual,0.49140625,0.015859781227692826,0.4555289322953622,0.5272835677046378,10
trained,0,40,component_accuracy,shuffled,0.4953125,0.012979099785809491,0.4659517364528584,0.5246732635471416,10
trained,0,49,beta_r2,actual,-0.07711181826889515,0.017170246843979917,-0.11595361515401759,-0.038270021383772716,10
trained,0,49,beta_r2,shuffled,-0.048232714436016975,0.010440599448801175,-0.07185099126302955,-0.02461443760900441,10
trained,0,49,component_accuracy,actual,0.47421875,0.01328125,0.44417447518158637,0.5042630248184137,10
