model_type,pool_index,layer,position,metric,control,score,num_prompts
trained,1,4,20,component_accuracy,actual,0.9921875,128
trained,1,4,20,component_accuracy,shuffled,0.5,128
trained,1,4,30,beta_r2,actual,0.9536477327346802,128
trained,1,4,30,beta_r2,shuffled,-0.37974628806114197,128
trained,1,4,30,component_accuracy,actual,0.9921875,128
trained,1,4,30,component_accuracy,shuffled,0.4375,128
trained,1,4,40,beta_r2,actual,0.9251857399940491,128
trained,1,4,40,beta_r2,shuffled,-0.36240246891975403,128
trained,1,4,40,component_accuracy,actual,0.984375,128
trained,1,4,40,component_accuracy,shuffled,0.4375,128
trained,1,4,49,beta_r2,actual,0.9531340003013611,128
trained,1,4,49,beta_r2,shuffled,-0.16388776898384094,128
trained,1,4,49,component_accuracy,actual,1.0,128
trained,1,4,49,component_accuracy,shuffled,0.3828125,128
trained,1,5,5,beta_r2,actual,0.8344593048095703,128
trained,1,5,5,beta_r2,shuffled,-0.5202929377555847,128
trained,1,5,5,component_accuracy,actual,0.96875,128
trained,1,5,5,component_accuracy,shuffled,0.4609375,128
trained,1,5,10,beta_r2,actual,0.9549235105514526,128
trained,1,5,10,beta_r2,shuffled,-0.3104548752307892,128
trained,1,5,10,component_accuracy,actual,0.9921875,128
trained,1,5,10,component_accuracy,shuffled,0.5234375,128
trained,1,5,20,beta_r2,actual,0.9439303278923035,128
trained,1,5,20,beta_r2,shuffled,-0.13724219799041748,128
trained,1,5,20,component_accuracy,actual,0.9921875,128
trained,1,5,20,component_accuracy,shuffled,0.5,128
trained,1,5,30,beta_r2,actual,0.9654557704925537,128
trained,1,5,30,beta_r2,shuffled,-0.2500690519809723,128
trained,1,5,30,component_accuracy,actual,0.9921875,128
trained,1,5,30,component_accuracy,shuffled,0.46875,128
trained,1,5,40,beta_r2,actual,0.9511086940765381,128
trained,1,5,40,beta_r2,shuffled,-0.25580501556396484,128
trained,1,5,40,component_accuracy,actual,0.9921875,128
trained,1,5,40,component_accuracy,shuffled,0.5546875,128
trained,1,5,49,beta_r2,actual,0.9703669548034668,128
trained,1,5,49,beta_r2,shuffled,-0.3112497329711914,128
trained,1,5,49,component_accuracy,actual,0.9921875,128
trained,1,5,49,component_accuracy,shuffled,0.5234375,128
trained,1,6,5,beta_r2,actual,0.7908790111541748,128
trained,1,6,5,beta_r2,shuffled,-0.3451712429523468,128
trained,1,6,5,component_accuracy,actual,0.953125,128
trained,1,6,5,component_accuracy,shuffled,0.4609375,128
trained,1,6,10,beta_r2,actual,0.912722647190094,128
trained,1,6,10,beta_r2,shuffled,-0.4220668077468872,128
trained,1,6,10,component_accuracy,actual,0.984375,128
trained,1,6,10,component_accuracy,shuffled,0.4453125,128
trained,1,6,20,beta_r2,actual,0.9192507266998291,128
trained,1,6,20,beta_r2,shuffled,-0.38876599073410034,128
trained,1,6,20,component_accuracy,actual,0.9921875,128
trained,1,6,20,component_accuracy,shuffled,0.5,128
trained,1,6,30,beta_r2,actual,0.9549741148948669,128
trained,1,6,30,beta_r2,shuffled,-0.15862935781478882,128
trained,1,6,30,component_accuracy,actual,0.9921875,128
trained,1,6,30,component_accuracy,shuffled,0.46875,128
trained,1,6,40,beta_r2,actual,0.932751476764679,128
trained,1,6,40,beta_r2,shuffled,-0.3058086335659027,128
trained,1,6,40,component_accuracy,actual,0.9921875,128
trained,1,6,40,component_accuracy,shuffled,0.5234375,128
trained,1,6,49,beta_r2,actual,0.962277352809906,128
trained,1,6,49,beta_r2,shuffled,-0.09323213994503021,128
trained,1,6,49,component_accuracy,actual,1.0,128
trained,1,6,49,component_accuracy,shuffled,0.5390625,128
raw_input,1,-1,5,beta_r2,actual,-0.05659715086221695,128
raw_input,1,-1,5,beta_r2,shuffled,-0.05197179317474365,128
raw_input,1,-1,5,component_accuracy,actual,0.4921875,128
raw_input,1,-1,5,component_accuracy,shuffled,0.546875,128
raw_input,1,-1,10,beta_r2,actual,-0.10570011287927628,128
raw_input,1,-1,10,beta_r2,shuffled,-0.06284164637327194,128
raw_input,1,-1,10,component_accuracy,actual,0.4140625,128
raw_input,1,-1,10,component_accuracy,shuffled,0.5078125,128
raw_input,1,-1,20,beta_r2,actual,-0.03732050582766533,128
raw_input,1,-1,20,beta_r2,shuffled,0.00831026304513216,128
raw_input,1,-1,20,component_accuracy,actual,0.5,128
raw_input,1,-1,20,component_accuracy,shuffled,0.515625,128
raw_input,1,-1,30,beta_r2,actual,-0.06765478104352951,128
raw_input,1,-1,30,beta_r2,shuffled,-0.0342533178627491,128
raw_input,1,-1,30,component_accuracy,actual,0.5,128
raw_input,1,-1,30,component_accuracy,shuffled,0.453125,128
raw_input,1,-1,40,beta_r2,actual,-0.09943298250436783,128
raw_input,1,-1,40,beta_r2,shuffled,-0.07650494575500488,128
raw_input,1,-1,40,component_accuracy,actual,0.46875,128
raw_input,1,-1,40,component_accuracy,shuffled,0.5078125,128
raw_input,1,-1,49,beta_r2,actual,-0.024450384080410004,128
raw_input,1,-1,49,beta_r2,shuffled,-0.08100594580173492,128
raw_input,1,-1,49,component_accuracy,actual,0.53125,128
raw_input,1,-1,49,component_accuracy,shuffled,0.5703125,128
untrained,1,0,5,beta_r2,actual,-0.06870889663696289,128
untrained,1,0,5,beta_r2,shuffled,-0.05796361714601517,128
untrained,1,0,5,component_accuracy,actual,0.5078125,128
untrained,1,0,5,component_accuracy,shuffled,0.5859375,128
untrained,1,0,10,beta_r2,actual,-0.12028277665376663,128
untrained,1,0,10,beta_r2,shuffled,-0.05221350118517876,128
untrained,1,0,10,component_accuracy,actual,0.4140625,128
untrained,1,0,10,component_accuracy,shuffled,0.515625,128
untrained,1,0,20,beta_r2,actual,-0.03887656703591347,128
untrained,1,0,20,beta_r2,shuffled,-0.015879344195127487,128
untrained,1,0,20,component_accuracy,actual,0.546875,128
untrained,1,0,20,component_accuracy,shuffled,0.4609375,128
untrained,1,0,30,beta_r2,actual,-0.08322840929031372,128
untrained,1,0,30,beta_r2,shuffled,-0.002492516301572323,128
untrained,1,0,30,component_accuracy,actual,0.46875,128
untrained,1,0,30,component_accuracy,shuffled,0.5703125,128
untrained,1,0,40,beta_r2,actual,-0.0967155173420906,128
untrained,1,0,40,beta_r2,shuffled,-0.024321310222148895,128
untrained,1,0,40,component_accuracy,actual,0.4296875,128
untrained,1,0,40,component_accuracy,shuffled,0.5234375,128
untrained,1,0,49,beta_r2,actual,-0.01821235567331314,128
untrained,1,0,49,beta_r2,shuffled,-0.08587685227394104,128
untrained,1,0,49,component_accuracy,actual,0.53125,128
untrained,1,0,49,component_accuracy,shuffled,0.515625,128
untrained,1,1,5,beta_r2,actual,-0.03149498626589775,128
untrained,1,1,5,beta_r2,shuffled,-0.05615342780947685,128
untrained,1,1,5,component_accuracy,actual,0.5078125,128
untrained,1,1,5,component_accuracy,shuffled,0.515625,128
untrained,1,1,10,beta_r2,actual,-0.08067703992128372,128
untrained,1,1,10,beta_r2,shuffled,-0.09736880660057068,128
untrained,1,1,10,component_accuracy,actual,0.4140625,128
untrained,1,1,10,component_accuracy,shuffled,0.53125,128
untrained,1,1,20,beta_r2,actual,0.0028668653685599566,128
untrained,1,1,20,beta_r2,shuffled,-0.030567266047000885,128
untrained,1,1,20,component_accuracy,actual,0.5546875,128
untrained,1,1,20,component_accuracy,shuffled,0.5234375,128
untrained,1,1,30,beta_r2,actual,-0.04386758804321289,128
untrained,1,1,30,beta_r2,shuffled,-0.011678679846227169,128
untrained,1,1,30,component_accuracy,actual,0.5,128
untrained,1,1,30,component_accuracy,shuffled,0.5234375,128
untrained,1,1,40,beta_r2,actual,-0.059484269469976425,128
untrained,1,1,40,beta_r2,shuffled,-0.047447994351387024,128
untrained,1,1,40,component_accuracy,actual,0.4453125,128
untrained,1,1,40,component_accuracy,shuffled,0.5,128
untrained,1,1,49,beta_r2,actual,0.012859792448580265,128
untrained,1,1,49,beta_r2,shuffled,-0.09902770817279816,128
untrained,1,1,49,component_accuracy,actual,0.515625,128
untrained,1,1,49,component_accuracy,shuffled,0.390625,128
untrained,1,2,5,beta_r2,actual,0.015035329386591911,128
untrained,1,2,5,beta_r2,shuffled,-0.08649134635925293,128
untrained,1,2,5,component_accuracy,actual,0.5234375,128
untrained,1,2,5,component_accuracy,shuffled,0.484375,128
untrained,1,2,10,beta_r2,actual,-0.04161816090345383,128
untrained,1,2,10,beta_r2,shuffled,-0.005471866112202406,128
untrained,1,2,10,component_accuracy,actual,0.4609375,128
untrained,1,2,10,component_accuracy,shuffled,0.4375,128
untrained,1,2,20,beta_r2,actual,0.052106812596321106,128
untrained,1,2,20,beta_r2,shuffled,-0.019189152866601944,128
untrained,1,2,20,component_accuracy,actual,0.5625,128
untrained,1,2,20,component_accuracy,shuffled,0.5,128
untrained,1,2,30,beta_r2,actual,-0.020754698663949966,128
untrained,1,2,30,beta_r2,shuffled,-0.02932417392730713,128
untrained,1,2,30,component_accuracy,actual,0.4921875,128
untrained,1,2,30,component_accuracy,shuffled,0.4609375,128
untrained,1,2,40,beta_r2,actual,-0.028175698593258858,128
untrained,1,2,40,beta_r2,shuffled,-0.05463893339037895,128
untrained,1,2,40,component_accuracy,actual,0.453125,128
untrained,1,2,40,component_accuracy,shuffled,0.5859375,128
untrained,1,2,49,beta_r2,actual,0.04099712893366814,128
untrained,1,2,49,beta_r2,shuffled,-0.0646122470498085,128
untrained,1,2,49,component_accuracy,actual,0.546875,128
untrained,1,2,49,component_accuracy,shuffled,0.5625,128
untrained,1,3,5,beta_r2,actual,0.03300518915057182,128
untrained,1,3,5,beta_r2,shuffled,-0.1245989128947258,128
untrained,1,3,5,component_accuracy,actual,0.5234375,128
untrained,1,3,5,component_accuracy,shuffled,0.5234375,128
untrained,1,3,10,beta_r2,actual,-0.004507418721914291,128
untrained,1,3,10,beta_r2,shuffled,-0.11765880137681961,128
untrained,1,3,10,component_accuracy,actual,0.4609375,128
untrained,1,3,10,component_accuracy,shuffled,0.4921875,128
untrained,1,3,20,beta_r2,actual,0.08885110169649124,128
untrained,1,3,20,beta_r2,shuffled,-0.11741119623184204,128
untrained,1,3,20,component_accuracy,actual,0.5859375,128
untrained,1,3,20,component_accuracy,shuffled,0.46875,128
untrained,1,3,30,beta_r2,actual,0.006556445267051458,128
untrained,1,3,30,beta_r2,shuffled,-0.075377456843853,128
untrained,1,3,30,component_accuracy,actual,0.4921875,128
untrained,1,3,30,component_accuracy,shuffled,0.5703125,128
untrained,1,3,40,beta_r2,actual,-0.00377776101231575,128
untrained,1,3,40,beta_r2,shuffled,-0.02641059085726738,128
untrained,1,3,40,component_accuracy,actual,0.4609375,128
untrained,1,3,40,component_accuracy,shuffled,0.5078125,128
untrained,1,3,49,beta_r2,actual,0.06647144258022308,128
untrained,1,3,49,beta_r2,shuffled,-0.01103657204657793,128
untrained,1,3,49,component_accuracy,actual,0.578125,128
untrained,1,3,49,component_accuracy,shuffled,0.546875,128
untrained,1,4,5,beta_r2,actual,0.06883877515792847,128
untrained,1,4,5,beta_r2,shuffled,-0.025115415453910828,128
untrained,1,4,5,component_accuracy,actual,0.53125,128
untrained,1,4,5,component_accuracy,shuffled,0.4453125,128
untrained,1,4,10,beta_r2,actual,0.05613041669130325,128
untrained,1,4,10,beta_r2,shuffled,-0.04315687343478203,128
untrained,1,4,10,component_accuracy,actual,0.484375,128
untrained,1,4,10,component_accuracy,shuffled,0.5625,128
untrained,1,4,20,beta_r2,actual,0.1453482061624527,128
untrained,1,4,20,beta_r2,shuffled,-0.11261013150215149,128
untrained,1,4,20,component_accuracy,actual,0.5859375,128
untrained,1,4,20,component_accuracy,shuffled,0.484375,128
untrained,1,4,30,beta_r2,actual,0.04745692014694214,128
untrained,1,4,30,beta_r2,shuffled,-0.09585778415203094,128
untrained,1,4,30,component_accuracy,actual,0.5234375,128
untrained,1,4,30,component_accuracy,shuffled,0.4609375,128
untrained,1,4,40,beta_r2,actual,0.047308169305324554,128
untrained,1,4,40,beta_r2,shuffled,-0.0863298699259758,128
untrained,1,4,40,component_accuracy,actual,0.46875,128
untrained,1,4,40,component_accuracy,shuffled,0.3828125,128
untrained,1,4,49,beta_r2,actual,0.07539516687393188,128
untrained,1,4,49,beta_r2,shuffled,-0.032978981733322144,128
untrained,1,4,49,component_accuracy,actual,0.578125,128
untrained,1,4,49,component_accuracy,shuffled,0.421875,128
untrained,1,5,5,beta_r2,actual,0.10251632332801819,128
untrained,1,5,5,beta_r2,shuffled,-0.02454102598130703,128
untrained,1,5,5,component_accuracy,actual,0.515625,128
untrained,1,5,5,component_accuracy,shuffled,0.3828125,128
untrained,1,5,10,beta_r2,actual,0.08295721560716629,128
untrained,1,5,10,beta_r2,shuffled,-0.14102613925933838,128
untrained,1,5,10,component_accuracy,actual,0.5,128
untrained,1,5,10,component_accuracy,shuffled,0.5,128
untrained,1,5,20,beta_r2,actual,0.19423434138298035,128
untrained,1,5,20,beta_r2,shuffled,-0.1013704165816307,128
untrained,1,5,20,component_accuracy,actual,0.6015625,128
untrained,1,5,20,component_accuracy,shuffled,0.4609375,128
untrained,1,5,30,beta_r2,actual,0.1076742634177208,128
untrained,1,5,30,beta_r2,shuffled,-0.023667560890316963,128
untrained,1,5,30,component_accuracy,actual,0.5625,128
untrained,1,5,30,component_accuracy,shuffled,0.4921875,128
untrained,1,5,40,beta_r2,actual,0.09058675169944763,128
untrained,1,5,40,beta_r2,shuffled,-0.10814724117517471,128
untrained,1,5,40,component_accuracy,actual,0.4921875,128
untrained,1,5,40,component_accuracy,shuffled,0.4609375,128
untrained,1,5,49,beta_r2,actual,0.1354047954082489,128
untrained,1,5,49,beta_r2,shuffled,-0.054953720420598984,128
untrained,1,5,49,component_accuracy,actual,0.5703125,128
untrained,1,5,49,component_accuracy,shuffled,0.4140625,128
untrained,1,6,5,beta_r2,actual,0.10955619066953659,128
untrained,1,6,5,beta_r2,shuffled,-0.05028684064745903,128
untrained,1,6,5,component_accuracy,actual,0.5625,128
untrained,1,6,5,component_accuracy,shuffled,0.46875,128
untrained,1,6,10,beta_r2,actual,0.13985677063465118,128
untrained,1,6,10,beta_r2,shuffled,-0.06037506088614464,128
untrained,1,6,10,component_accuracy,actual,0.546875,128
untrained,1,6,10,component_accuracy,shuffled,0.46875,128
untrained,1,6,20,beta_r2,actual,0.20588046312332153,128
untrained,1,6,20,beta_r2,shuffled,-0.1157161295413971,128
untrained,1,6,20,component_accuracy,actual,0.625,128
untrained,1,6,20,component_accuracy,shuffled,0.546875,128
untrained,1,6,30,beta_r2,actual,0.13459746539592743,128
untrained,1,6,30,beta_r2,shuffled,-0.07807530462741852,128
untrained,1,6,30,component_accuracy,actual,0.6015625,128
untrained,1,6,30,component_accuracy,shuffled,0.453125,128
untrained,1,6,40,beta_r2,actual,0.10160620510578156,128
untrained,1,6,40,beta_r2,shuffled,-0.09498985856771469,128
untrained,1,6,40,component_accuracy,actual,0.546875,128
untrained,1,6,40,component_accuracy,shuffled,0.578125,128
untrained,1,6,49,beta_r2,actual,0.1347959190607071,128
untrained,1,6,49,beta_r2,shuffled,-0.05420900508761406,128
untrained,1,6,49,component_accuracy,actual,0.5625,128
untrained,1,6,49,component_accuracy,shuffled,0.5078125,128
trained,2,0,5,beta_r2,actual,-0.05370796099305153,128
trained,2,0,5,beta_r2,shuffled,-0.009972997941076756,128
trained,2,0,5,component_accuracy,actual,0.4921875,128
trained,2,0,5,component_accuracy,shuffled,0.5078125,128
trained,2,0,10,beta_r2,actual,-0.07114256918430328,128
trained,2,0,10,beta_r2,shuffled,0.009363213554024696,128
trained,2,0,10,component_accuracy,actual,0.4453125,128
trained,2,0,10,component_accuracy,shuffled,0.46875,128
trained,2,0,20,beta_r2,actual,-0.05684622749686241,128
trained,2,0,20,beta_r2,shuffled,-0.04464546963572502,128
trained,2,0,20,component_accuracy,actual,0.5,128
trained,2,0,20,component_accuracy,shuffled,0.5546875,128
trained,2,0,30,beta_r2,actual,-0.12240822613239288,128
trained,2,0,30,beta_r2,shuffled,-0.045492060482501984,128
trained,2,0,30,component_accuracy,actual,0.484375,128
trained,2,0,30,component_accuracy,shuffled,0.421875,128
trained,2,0,40,beta_r2,actual,-0.10317225754261017,128
trained,2,0,40,beta_r2,shuffled,-0.07172784209251404,128
trained,2,0,40,component_accuracy,actual,0.59375,128
trained,2,0,40,component_accuracy,shuffled,0.5546875,128
trained,2,0,49,beta_r2,actual,-0.03373607248067856,128
trained,2,0,49,beta_r2,shuffled,-0.003455769969150424,128
trained,2,0,49,component_accuracy,actual,0.5234375,128
trained,2,0,49,component_accuracy,shuffled,0.5234375,128
trained,2,1,5,beta_r2,actual,0.5239698886871338,128
trained,2,1,5,beta_r2,shuffled,-0.27277395129203796,128
trained,2,1,5,component_accuracy,actual,0.8671875,128
trained,2,1,5,component_accuracy,shuffled,0.5390625,128
trained,2,1,10,beta_r2,actual,0.452941358089447,128
trained,2,1,10,beta_r2,shuffled,-0.17823435366153717,128
trained,2,1,10,component_accuracy,actual,0.8203125,128
trained,2,1,10,component_accuracy,shuffled,0.5078125,128
trained,2,1,20,beta_r2,actual,0.45844030380249023,128
trained,2,1,20,beta_r2,shuffled,-0.13351678848266602,128
trained,2,1,20,component_accuracy,actual,0.84375,128
trained,2,1,20,component_accuracy,shuffled,0.5546875,128
trained,2,1,30,beta_r2,actual,0.3559747338294983,128
trained,2,1,30,beta_r2,shuffled,-0.1703624576330185,128
trained,2,1,30,component_accuracy,actual,0.7265625,128
trained,2,1,30,component_accuracy,shuffled,0.53125,128
trained,2,1,40,beta_r2,actual,0.34534701704978943,128
trained,2,1,40,beta_r2,shuffled,-0.21446774899959564,128
trained,2,1,40,component_accuracy,actual,0.734375,128
trained,2,1,40,component_accuracy,shuffled,0.53125,128
trained,2,1,49,beta_r2,actual,0.4896659255027771,128
trained,2,1,49,beta_r2,shuffled,-0.27461928129196167,128
trained,2,1,49,component_accuracy,actual,0.796875,128
trained,2,1,49,component_accuracy,shuffled,0.4453125,128
trained,2,2,5,beta_r2,actual,0.5695620775222778,128
trained,2,2,5,beta_r2,shuffled,-0.29771319031715393,128
trained,2,2,5,component_accuracy,actual,0.8984375,128
trained,2,2,5,component_accuracy,shuffled,0.5234375,128
trained,2,2,10,beta_r2,actual,0.5469038486480713,128
trained,2,2,10,beta_r2,shuffled,-0.11753667891025543,128
trained,2,2,10,component_accuracy,actual,0.859375,128
trained,2,2,10,component_accuracy,shuffled,0.5625,128
trained,2,2,20,beta_r2,actual,0.5337971448898315,128
trained,2,2,20,beta_r2,shuffled,-0.18944194912910461,128
trained,2,2,20,component_accuracy,actual,0.875,128
trained,2,2,20,component_accuracy,shuffled,0.515625,128
trained,2,2,30,beta_r2,actual,0.4668463468551636,128
trained,2,2,30,beta_r2,shuffled,-0.17117244005203247,128
trained,2,2,30,component_accuracy,actual,0.7734375,128
trained,2,2,30,component_accuracy,shuffled,0.546875,128
trained,2,2,40,beta_r2,actual,0.4310595989227295,128
trained,2,2,40,beta_r2,shuffled,-0.1549988090991974,128
trained,2,2,40,component_accuracy,actual,0.84375,128
trained,2,2,40,component_accuracy,shuffled,0.46875,128
trained,2,2,49,beta_r2,actual,0.5216466188430786,128
trained,2,2,49,beta_r2,shuffled,-0.0924057736992836,128
trained,2,2,49,component_accuracy,actual,0.859375,128
trained,2,2,49,component_accuracy,shuffled,0.4453125,128
trained,2,3,5,beta_r2,actual,0.6941145062446594,128
trained,2,3,5,beta_r2,shuffled,-0.26985326409339905,128
trained,2,3,5,component_accuracy,actual,0.9140625,128
trained,2,3,5,component_accuracy,shuffled,0.421875,128
trained,2,3,10,beta_r2,actual,0.7075073719024658,128
trained,2,3,10,beta_r2,shuffled,-0.1736547350883484,128
trained,2,3,10,component_accuracy,actual,0.9453125,128
trained,2,3,10,component_accuracy,shuffled,0.4921875,128
trained,2,3,20,beta_r2,actual,0.6932854056358337,128
trained,2,3,20,beta_r2,shuffled,-0.20711129903793335,128
